"","sorted_reads.bam"
"105247150",9
"105247151",20
"105247152",0
"105247153",5
"105247154",0
"105247155",0
"105247156",4
"105247157",0
"105247158",0
"105247159",1
"105247160",0
"105247161",1
"105247163",0
"105247167",5
"105247171",0
"105247172",0
"105247173",0
"105247175",0
"105247176",0
"105247178",0
"105247179",0
"105247180",0
"105247181",0
"105247182",0
"105247183",3
"105247184",0
"105247185",0
"105247187",4
"105247191",1
"105247193",2
"105247194",1
"105247195",0
"105247196",0
"105247198",0
"105247199",4
"105247200",83
"105247201",0
"105247202",0
"105247203",0
"105247205",7
"105247207",1
"105247209",85
"105247212",0
"105247213",5
"105247214",0
"105247217",1
"105247218",1
"105247219",8
"105247221",0
"105247222",1
"105247223",0
"105247224",19
"105247225",0
"105247230",0
"105247231",17
"105247237",0
"105247240",5836
"105247241",0
"105247243",0
"105247244",7
"105247245",2
"105247246",0
"105247247",1
"105247248",7
"105247249",0
"105247250",1
"105247267",0
"105247269",0
"105247270",0
"105247272",0
"105247275",0
"105247277",0
"105247278",0
"105247279",1
"105247280",0
"105247282",0
"105247283",0
"105247290",1
"105247291",0
"105247292",0
"105247293",0
"105247310",0
"105247398",0
"105278",269
"105298",4295
"105348",1050
"105349",85
"105351",712
"105352",1051
"105355",0
"105364",96
"105372",1251
"105377",1025
"105387",97
"105404",0
"105418",1
"105428",1267
"105439",1749
"105440",631
"105445",7842
"105446",241
"105447647",0
"105450",182
"105463053",0
"105463124",4
"105500046",30
"105501",1628
"105504",4099
"105511",0
"105513",3099
"105518",0
"105522",2868
"105559",10555
"105590",6
"105594",0
"105638",958
"105651",254
"105653",17301
"105661730",0
"105663",751
"105670",874
"105675",649
"105689",24556
"105704528",9
"105722",886
"105727",9573
"105732",78
"105734",145
"105734727",2
"105734733",0
"105734734",2
"105782",1664
"105785",14
"105787",1312
"105827",210
"105827746",4
"105833",330
"105835",2568
"105837",83
"105841",278
"105844",122
"105847",450
"105853",9675
"105855",627
"105859",2430
"105866",0
"105886298",97
"105886299",0
"105887",0
"105892",2
"105940408",16
"105943584",2
"105948585",0
"105968",0
"105975",52
"105976",2
"105980075",7
"105980076",0
"105988",36
"106007488",0
"106014",3464
"106014251",19
"106021",1005
"106025",867
"106026",11
"106029237",0
"106039",2284
"106042",4731
"106052",222
"106059",0
"106064",3059
"106068",1906
"106073",678
"106143",3126
"106200",1109
"106205",1505
"106248",457
"106264",588
"106298",3101
"106326",974
"106338",541
"106344",131
"106347",11
"106369",979
"106389",23
"106393",407
"106407",0
"106489",149
"106504",910
"106512",57
"106522",176
"106529",5396
"106557",0
"106557447",9
"106564",88
"106565",583
"106572",2676
"106581",565
"106582",68
"106583",2905
"106585",5932
"106618",688
"106628",220
"106633",1351
"106639",204
"106648",444
"106672",428
"106707",1267
"106722",1
"106757",41
"106759",204
"106763",8447
"106766",44
"106794",2248
"106795",164
"106821",447
"106840",836
"106861",1597
"106869",165
"106877",1366
"106878",286
"106894",2217
"106931",4411
"106947",1779
"106952",375
"106957",1849
"107003",24
"107022",707
"107029",1658
"107035",2164
"107045",2505
"107047",602
"107065",4575
"107071",956
"107094",2721
"107141",0
"107146",0
"107173",2000
"107182",2092
"107197",390
"107221",0
"107227",222
"107239",239
"107242",1163
"107250",130
"107260",6976
"107271",4073
"107272",3431
"107303348",0
"107305",682
"107321",30
"107328",286
"107338",4824
"107350",21
"107351",609
"107358",10399
"107368",3872
"107371",2473
"107372",12
"107373",80
"107375",87
"107376",8
"107392",772
"107435",700
"107448",3886
"107449",890
"107476",1915
"107477",21
"107503",397
"107508",5077
"107513",4233
"107515",1378
"107522",19
"107526",5
"107527",34
"107528",5550
"107566",4312
"107568",2222
"107569",2614
"107573",0
"107574",0
"107575",0
"107576",0
"107581",1038
"107585",24
"107586",317
"107587",0
"107589",751
"107605",6
"107607",204
"107626",15
"107650",875
"107652",2461
"107656",343
"107684",1634
"107686",269
"107701",503
"107702",713
"107723",6675
"107732",1150
"107733",770
"107734",741
"107746",6284
"107747",2832
"107751",4
"107753",2
"107765",4
"107766",6
"107767",11515
"107769",439
"107770",28
"107771",834
"107815",41
"107817",732
"107823",4651
"107829",1489
"107831",17579
"107849",0
"107868",0
"107869",131
"107885",67
"107889",0
"107895",5624
"107932",13400
"107934",3498
"107939",2743
"107951",2076
"107970",0
"107971",423
"107975",4760
"107976",1466
"107986",234
"107993",66
"107995",26
"107999",271
"108000",33
"108004",0
"108005",0
"108010",0
"108011",733
"108012",1406
"108013",24061
"108014",1113
"108015",0
"108017",12
"108022",0
"108024",0
"108030",4317
"108037",517
"108043",75
"108052",355
"108058",5212
"108062",3999
"108067",528
"108068",1350
"108069",4137
"108071",9731
"108072",0
"108073",2831
"108075",2463
"108077",2567
"108078",0
"108079",3547
"108083",7886
"108086",2101
"108089",1540
"108096",26
"108097",2208
"108098",634
"108099",4099
"108100",10595
"108101",93
"108105",32
"108112",143
"108114",5
"108115",59
"108116",1117
"108121",206
"108123",7772
"108124",8937
"108138",259
"108143",1277
"108147",1224
"108148",2846
"108150",689
"108151",391
"108153",8
"108154",150
"108155",11476
"108156",1849
"108159",918
"108160",680
"108161",0
"108167316",0
"108167319",0
"108167321",14
"108167324",0
"108167326",0
"108167328",2
"108167330",0
"108167331",0
"108167332",0
"108167334",2
"108167335",8
"108167336",0
"108167338",18
"108167340",0
"108167342",0
"108167345",4
"108167347",1
"108167352",0
"108167360",1
"108167369",22
"108167370",0
"108167371",0
"108167374",0
"108167377",68
"108167378",0
"108167382",0
"108167387",0
"108167388",0
"108167408",58
"108167409",57
"108167411",0
"108167412",1
"108167414",1
"108167415",54
"108167416",0
"108167417",0
"108167424",0
"108167426",2
"108167427",0
"108167428",26
"108167429",3
"108167434",13
"108167435",5
"108167437",5
"108167438",0
"108167439",0
"108167440",24
"108167441",0
"108167442",0
"108167444",2
"108167447",0
"108167448",34
"108167450",8
"108167451",0
"108167455",1
"108167456",10
"108167457",2
"108167458",0
"108167459",0
"108167460",0
"108167463",0
"108167464",0
"108167465",4
"108167466",0
"108167484",0
"108167492",0
"108167497",1
"108167499",0
"108167501",0
"108167502",0
"108167506",2
"108167507",0
"108167511",3
"108167513",18
"108167516",0
"108167517",0
"108167518",179
"108167519",0
"108167523",5
"108167524",5
"108167527",0
"108167529",31
"108167530",6
"108167531",1
"108167532",5
"108167537",46
"108167539",0
"108167541",0
"108167543",11
"108167546",3
"108167547",0
"108167548",444
"108167550",84
"108167553",153
"108167554",0
"108167556",1
"108167557",0
"108167558",20
"108167560",38
"108167561",11
"108167562",25
"108167563",5
"108167565",98
"108167575",109
"108167577",1
"108167578",0
"108167580",0
"108167581",0
"108167583",0
"108167584",0
"108167585",0
"108167586",7
"108167587",0
"108167592",2
"108167594",144
"108167597",13
"108167609",0
"108167610",2
"108167613",40
"108167615",25
"108167616",47
"108167617",1
"108167620",5
"108167621",1
"108167623",198
"108167626",50
"108167628",6
"108167630",4
"108167633",5
"108167634",1
"108167636",6
"108167637",12
"108167638",20
"108167640",0
"108167644",15
"108167647",0
"108167648",0
"108167650",83
"108167651",15
"108167653",24
"108167655",0
"108167657",7
"108167658",2
"108167659",11
"108167660",11
"108167662",0
"108167663",8
"108167664",0
"108167667",14
"108167669",2
"108167670",10
"108167672",2
"108167677",0
"108167679",3
"108167680",12
"108167681",9
"108167682",0
"108167683",0
"108167686",2
"108167687",22
"108167690",14
"108167693",20
"108167695",0
"108167700",24
"108167704",124
"108167705",1
"108167706",0
"108167707",0
"108167708",0
"108167711",2
"108167713",1
"108167714",0
"108167716",0
"108167717",0
"108167718",0
"108167719",0
"108167720",0
"108167721",12
"108167722",0
"108167723",3
"108167726",12
"108167727",0
"108167728",0
"108167729",2
"108167730",0
"108167731",1
"108167732",83
"108167736",12
"108167737",3
"108167740",0
"108167744",34
"108167745",7
"108167746",27
"108167747",0
"108167748",396
"108167749",12
"108167750",1
"108167751",506
"108167753",0
"108167754",5
"108167755",153
"108167758",0
"108167759",0
"108167760",12
"108167761",7
"108167775",6
"108167777",22
"108167782",0
"108167783",0
"108167784",12
"108167786",1
"108167787",0
"108167788",2
"108167789",0
"108167790",6
"108167793",158
"108167794",2
"108167798",1
"108167799",1
"108167800",0
"108167802",84
"108167803",1
"108167804",3
"108167808",4
"108167810",0
"108167812",47
"108167816",0
"108167825",28
"108167829",1
"108167830",0
"108167831",4
"108167833",10
"108167836",0
"108167838",0
"108167842",0
"108167847",0
"108167848",719
"108167849",1
"108167852",0
"108167853",7
"108167860",18
"108167865",0
"108167866",5
"108167867",0
"108167871",279
"108167874",7
"108167877",6
"108167878",15
"108167879",64
"108167881",4
"108167883",7
"108167886",111
"108167887",2
"108167888",3
"108167889",41
"108167893",3
"108167895",89
"108167896",0
"108167898",0
"108167899",0
"108167900",19
"108167901",3
"108167902",0
"108167905",6
"108167906",0
"108167908",0
"108167909",14
"108167910",13
"108167911",6
"108167912",12
"108167914",0
"108167917",29
"108167918",44
"108167923",0
"108167924",611
"108167925",5
"108167926",15
"108167930",0
"108167931",8
"108167933",0
"108167934",26
"108167935",15
"108167937",0
"108167938",0
"108167939",12
"108167940",52
"108167941",9
"108167943",0
"108167944",0
"108167945",4
"108167947",0
"108167961",4
"108167963",0
"108167966",0
"108167967",3
"108167968",0
"108167969",0
"108167971",0
"108167972",0
"108167975",0
"108167976",1
"108167978",2
"108167979",1
"108167980",7
"108167981",0
"108167982",0
"108167983",0
"108167993",0
"108167995",3
"108167996",7
"108167998",0
"108167999",1
"108168001",0
"108168002",0
"108168003",15
"108168006",0
"108168007",0
"108168008",2
"108168009",14
"108168010",0
"108168011",0
"108168012",0
"108168013",0
"108168014",18
"108168018",131
"108168022",11
"108168025",1
"108168026",36
"108168033",0
"108168034",5
"108168035",0
"108168036",0
"108168052",3
"108168053",0
"108168055",1
"108168059",0
"108168061",20
"108168062",3
"108168063",0
"108168064",6
"108168066",1
"108168068",11
"108168069",59
"108168071",59
"108168072",3
"108168077",0
"108168078",0
"108168079",24
"108168080",2
"108168081",0
"108168084",4
"108168085",28
"108168087",0
"108168089",1
"108168092",1
"108168093",0
"108168096",0
"108168098",0
"108168099",0
"108168100",0
"108168101",349
"108168102",2
"108168104",4
"108168105",5
"108168107",0
"108168109",5
"108168110",0
"108168114",432
"108168116",0
"108168117",0
"108168118",0
"108168119",0
"108168120",0
"108168121",0
"108168122",0
"108168123",0
"108168124",0
"108168125",0
"108168126",0
"108168127",1
"108168128",0
"108168129",0
"108168132",0
"108168133",0
"108168134",0
"108168135",0
"108168136",1
"108168137",0
"108168138",0
"108168139",0
"108168140",38
"108168142",1
"108168143",0
"108168145",8
"108168148",1
"108168152",0
"108168153",0
"108168154",0
"108168155",0
"108168156",0
"108168157",0
"108168160",1
"108168162",109
"108168163",1
"108168164",6
"108168166",6
"108168167",0
"108168171",1
"108168172",0
"108168173",0
"108168174",0
"108168175",1
"108168176",2
"108168177",1
"108168178",0
"108168186",0
"108168194",0
"108168195",0
"108168196",0
"108168197",0
"108168198",0
"108168199",0
"108168200",0
"108168201",10
"108168203",1
"108168204",3
"108168206",3
"108168207",0
"108168208",0
"108168209",0
"108168211",2
"108168218",0
"108168223",0
"108168227",0
"108168230",0
"108168231",0
"108168238",12
"108168239",10
"108168241",0
"108168242",6
"108168244",1
"108168245",2
"108168246",8
"108168251",27
"108168252",0
"108168253",0
"108168254",2
"108168255",0
"108168260",185
"108168261",11
"108168262",3
"108168263",1
"108168265",29
"108168267",2
"108168276",0
"108168278",0
"108168279",338
"108168280",0
"108168283",61
"108168285",2
"108168286",5
"108168287",19
"108168290",1
"108168291",0
"108168292",0
"108168293",10
"108168294",25
"108168296",9
"108168297",17
"108168298",0
"108168299",0
"108168301",11
"108168305",4
"108168307",6
"108168308",0
"108168309",4
"108168310",0
"108168311",0
"108168322",0
"108168324",4
"108168325",0
"108168326",7
"108168327",0
"108168328",1
"108168330",1
"108168332",9
"108168333",233
"108168334",3
"108168335",35
"108168336",5
"108168338",87
"108168339",0
"108168342",0
"108168344",0
"108168347",39
"108168348",0
"108168349",4
"108168350",3
"108168353",18
"108168354",4
"108168355",12
"108168356",0
"108168358",23
"108168359",0
"108168361",3
"108168362",0
"108168363",88
"108168367",1
"108168368",0
"108168369",0
"108168371",0
"108168372",10
"108168373",18
"108168375",2
"108168378",0
"108168379",2
"108168380",3
"108168382",27
"108168383",3
"108168385",0
"108168386",0
"108168387",1
"108168388",0
"108168391",39
"108168393",81
"108168394",0
"108168395",340
"108168397",47
"108168398",12
"108168399",0
"108168400",1
"108168406",7
"108168409",0
"108168411",0
"108168413",132
"108168414",16
"108168416",172
"108168418",0
"108168420",25
"108168421",24
"108168422",0
"108168423",5
"108168424",4
"108168426",0
"108168427",4
"108168428",3
"108168429",0
"108168438",0
"108168442",0
"108168448",4
"108168453",0
"108168455",13
"108168457",0
"108168459",0
"108168462",0
"108168465",1
"108168466",0
"108168467",0
"108168468",0
"108168471",0
"108168478",41
"108168479",13
"108168481",307
"108168482",10
"108168487",0
"108168488",1
"108168492",0
"108168495",0
"108168496",0
"108168498",0
"108168500",0
"108168506",0
"108168509",0
"108168510",0
"108168511",0
"108168515",0
"108168516",0
"108168520",0
"108168521",0
"108168524",0
"108168525",0
"108168527",0
"108168528",0
"108168530",0
"108168532",0
"108168533",0
"108168535",0
"108168536",0
"108168537",0
"108168538",0
"108168539",0
"108168540",0
"108168541",0
"108168542",0
"108168543",0
"108168545",0
"108168547",0
"108168548",0
"108168549",0
"108168550",0
"108168551",0
"108168552",0
"108168553",0
"108168554",0
"108168555",0
"108168556",0
"108168557",0
"108168558",0
"108168559",0
"108168560",0
"108168561",0
"108168562",0
"108168563",0
"108168564",0
"108168565",0
"108168566",0
"108168567",0
"108168568",0
"108168569",0
"108168570",0
"108168571",0
"108168574",0
"108168575",0
"108168576",0
"108168577",0
"108168578",0
"108168579",0
"108168580",0
"108168581",0
"108168582",0
"108168583",0
"108168584",0
"108168585",0
"108168586",0
"108168587",0
"108168588",0
"108168589",0
"108168590",0
"108168591",0
"108168592",0
"108168593",0
"108168594",0
"108168595",0
"108168596",0
"108168597",0
"108168598",0
"108168599",0
"108168600",0
"108168602",0
"108168603",0
"108168604",0
"108168605",0
"108168606",0
"108168607",0
"108168608",0
"108168609",0
"108168610",0
"108168611",0
"108168612",0
"108168614",0
"108168615",0
"108168616",0
"108168618",0
"108168619",0
"108168621",0
"108168622",0
"108168623",0
"108168624",0
"108168625",0
"108168626",0
"108168627",0
"108168628",0
"108168629",0
"108168630",0
"108168631",0
"108168632",0
"108168634",0
"108168635",0
"108168637",0
"108168638",0
"108168642",0
"108168645",56
"108168646",0
"108168647",0
"108168648",0
"108168649",0
"108168650",0
"108168651",0
"108168652",0
"108168653",0
"108168654",0
"108168655",0
"108168656",0
"108168657",0
"108168658",0
"108168659",0
"108168660",0
"108168661",0
"108168662",0
"108168663",0
"108168664",0
"108168665",0
"108168666",0
"108168667",0
"108168668",0
"108168669",0
"108168670",0
"108168671",0
"108168673",0
"108168674",0
"108168681",0
"108168683",0
"108168684",0
"108168685",0
"108168688",0
"108168693",1
"108168694",0
"108168696",2
"108168707",12
"108168710",4
"108168711",0
"108168712",0
"108168713",2
"108168714",0
"108168719",0
"108168723",0
"108168725",13
"108168726",0
"108168727",20
"108168731",0
"108168734",24
"108168736",1
"108168738",0
"108168739",1
"108168740",14
"108168741",7
"108168742",14
"108168743",0
"108168745",0
"108168746",5
"108168747",85
"108168748",10
"108168752",4
"108168754",0
"108168755",2
"108168756",9
"108168760",6
"108168761",0
"108168762",1
"108168763",4
"108168766",0
"108168768",0
"108168769",0
"108168770",20
"108168771",3
"108168773",0
"108168775",3
"108168781",2
"108168783",7
"108168784",0
"108168785",40
"108168786",22
"108168787",4
"108168788",0
"108168790",2
"108168793",7
"108168795",6
"108168796",0
"108168797",10
"108168798",2
"108168799",1
"108168800",3
"108168801",21
"108168803",0
"108168804",0
"108168805",1
"108168806",18
"108168807",9
"108168808",1
"108168809",44
"108168812",4
"108168813",15
"108168815",3
"108168816",2
"108168817",16
"108168820",20
"108168821",0
"108168822",0
"108168823",1
"108168824",12
"108168825",14
"108168828",0
"108168829",0
"108168830",2
"108168832",1
"108168834",8
"108168836",0
"108168838",0
"108168857",0
"108168860",0
"108168861",3
"108168864",0
"108168865",0
"108168866",1
"108168868",0
"108168869",1
"108168870",1
"108168871",3
"108168872",251
"108168873",3
