"","sorted_reads.bam"
"115490294",0
"115490295",0
"115490296",4
"115490297",0
"115490298",2
"115490300",0
"115490301",0
"115490304",0
"115490310",0
"115490314",0
"115490316",1
"115490317",2
"115490318",0
"115490319",3
"115490323",0
"115490324",5
"115490325",0
"115490326",2
"115490327",1
"115490328",0
"115490329",0
"115490330",0
"115490331",0
"115490335",6
"115490339",0
"115490342",18
"115490344",9
"115490346",0
"115490347",11
"115490348",0
"115490349",12
"115490350",500
"115490353",45
"115490354",64
"115490355",0
"115490356",0
"115490357",0
"115490358",0
"115490361",4
"115490362",0
"115490363",1
"115490364",1
"115490365",1
"115490366",5
"115490367",0
"115490368",0
"115490369",1
"115490371",0
"115490372",102
"115490373",0
"115490374",122
"115490375",1
"115490377",0
"115490380",0
"115490385",2
"115490387",6
"115490389",0
"115490390",2
"115490392",0
"115490393",28
"115490394",99
"115490396",0
"115490397",0
"115490399",0
"115490400",1
"115490401",2
"115490402",0
"115490403",1
"115490404",0
"115490405",5
"115490406",0
"115490407",0
"115490408",0
"115490409",0
"115490411",0
"115490412",11
"115490414",1
"115490415",29
"115490416",15
"115490420",24
"115490422",4
"115490424",0
"115490425",0
"115490427",1
"115490428",34
"115490430",0
"115490431",0
"115490432",1
"115490433",0
"115490434",7
"115490435",2
"115490436",3
"115490438",1
"115490439",17
"115490440",1
"115490441",3
"115490443",15
"115490445",4
"115490446",0
"115490447",0
"115490448",0
"115490449",0
"115490450",0
"115490451",0
"115490453",0
"115490454",0
"115490455",0
"115490456",0
"115490457",0
"115490458",0
"115490459",0
"115490460",0
"115490461",0
"115490462",0
"115490463",0
"115490464",0
"115490466",0
"115490467",0
"115490468",2
"115490470",1
"115490471",0
"115490472",1
"115490473",0
"115490474",0
"115490475",0
"115490476",0
"115490477",0
"115490478",0
"115490479",0
"115490480",0
"115490481",0
"115490482",0
"115490483",0
"115490484",0
"115490485",0
"115490486",0
"115490487",0
"115490488",0
"115490489",0
"115490490",5
"115490491",0
"115490492",1
"115490493",0
"115490494",0
"115490495",0
"115490496",32
"115490497",0
"115490501",0
"115490508",0
"115490509",1
"115490510",3
"115490511",0
"115490512",0
"115490513",1
"115490514",0
"115490515",0
"115490516",1
"115490517",4
"115490518",0
"115490519",0
"115490520",0
"115490521",0
"115490523",0
"115490524",3
"115490526",0
"115490527",6
"11550",1202
"11551",541
"11552",6
"11553",495
"11554",996
"11555",63
"11556",51
"11564",945
"11565",1045
"11566",3150
"11567",17
"11568",574
"11569",2824
"11571",0
"11572",0
"11576",1
"11593",232
"11595",205
"11596",14
"11600",247
"11601",16
"11602",0
"11603",6388
"11604",14
"11605",566
"11606",158
"11607",20
"11608",2
"11609",10
"11610",287
"11611",0
"11614",1
"11615",421
"11622",492
"11624",25
"11625",0
"11628",1
"11629",197
"11630",67
"11632",2163
"11634",6
"11636",3944
"11637",630
"11639",1508
"11640",1738
"11642",11
"11643",0
"11647",362
"11648",0
"11650",0
"11651",6809
"11652",1592
"11655",2007
"11656",65
"11657",2
"11658",9137
"116621581",0
"11666",368
"11668",1561
"11669",3202
"11670",68
"116701",426
"116707477",2
"11671",1899
"116731",34
"116732",13
"116733",3823
"11674",2623
"116746",0
"116748",113
"11676",28314
"11677",89
"116810",0
"116811",1
"11682",400
"116837",18295
"116838",7132
"11684",22
"116847",466
"116848",2675
"116849",0
"11685",2
"116852",0
"11686",355
"11687",168
"116870",3273
"116871",6066
"116872",0
"116873",3644
"11688",229
"11689",17
"116891",970
"11690",116
"116903",1
"116904",23
"116905",394
"116911",0
"116913",0
"116914",632
"11692",602
"116939",328
"11694",15
"116940",1146
"11695",48
"116972",332
"11698",0
"11699",0
"117004",0
"117005",0
"11702",3161
"11704",0
"11705",19
"117066",0
"117109",1073
"117146",5430
"117147",0
"117148",1627
"117149",108
"117150",6020
"117158",0
"117160",1187
"117167",16
"11717",665
"117171",401
"117172",0
"117197",194
"117198",6958
"11720",0
"11722",412
"117229",25
"11727",37
"11731",0
"11732",9867
"11733",3478
"11735",27441
"11736",2273
"11737",6607
"11739",17501
"11740",3389
"11744",2041
"11745",358
"11746",194
"11747",2030
"11749",4705
"11750",4035
"11752",5
"11754",28
"11757",1947
"11758",5091
"117586",0
"117589",957
"117590",2
"117591",33
"117592",352
"117599",188
"117600",798
"117606",916
"11761",246
"11764",8171
"11765",5821
"11766",202
"11767",2165
"11768",15
"11769",5357
"11770",5
"11771",10474
"11772",8558
"11773",3506
"11774",2558
"11775",6958
"11776",9150
"11777",1215
"11778",3225
"11781",558
"11782",1448
"11783",549
"11784",9089
"11785",15090
"11787",2181
"11789",20872
"11790",5537
"117903913",1
"117903916",0
"11792",1060
"11793",992
"117934532",1
"117934533",1
"11796",63
"117962243",0
"11797",1260
"11798",5374
"117981786",10
"11799",27
"117997401",0
"117997402",203
"117997403",0
"11800",3726
"11801",0
"118027456",6
"118027458",0
"118027462",18
"118027464",0
"11803",44958
"11804",29147
"11806",9
"11807",16
"11808",0
"118097969",0
"11810",98
"11811",2
"11812",8
"118126071",4
"11813",0
"11814",11
"11815",4126
"11816",27670
"11818",10
"11819",543
"11820",85924
"11821",511
"11826",5
"11827",3
"11828",2
"11829",3963
"11830",10
"11831",7
"11832",0
"11833",2
"11834",2625
"11835",1859
"11836",5046
"11837",984
"11838",3413
"11839",2
"11840",8772
"11841",1584
"11842",43327
"11843",3779
"11844",2885
"118445",1635
"118446",1644
"118449",256
"11845",1820
"118451",959
"118452",8649
"118453",123
"118454",241
"11846",3
"11847",95
"11848",3928
"11852",8606
"11853",272
"11854",16
"11855",9089
"11856",286
"118567327",8
"118567328",14
"118567329",1
"118567331",3
"118567332",17
"118567333",11
"118567334",0
"118567335",119
"118567336",1
"118567337",526
"118567338",2
"118567339",19
"118567340",235
"118567341",63
"118567342",46
"118567343",4
"118567346",2
"118567347",8
"118567348",69
"118567349",3
"118567351",5
"118567354",2
"118567355",8
"118567356",10
"118567357",0
"118567358",0
"118567359",0
"118567361",0
"118567362",0
"118567363",1
"118567366",0
"118567367",0
"118567368",0
"118567369",16
"118567370",0
"118567371",0
"118567372",20
"118567373",76
"118567374",4
"118567375",6
"118567376",6
"118567377",0
"118567378",31
"118567379",101
"118567381",100
"118567382",3
"118567383",7
"118567384",457
"118567385",0
"118567386",0
"118567388",0
"118567389",0
"118567390",5
"118567391",3
"118567392",0
"118567393",2
"118567394",18
"118567396",24
"118567397",0
"118567398",1
"118567399",4
"118567400",3
"118567401",3
"118567402",0
"118567403",0
"118567404",0
"118567405",1
"118567406",2
"118567407",0
"118567408",0
"118567409",0
"118567410",0
"118567411",0
"118567412",0
"118567413",0
"118567414",1
"118567415",0
"118567416",8
"118567417",17
"118567418",8
"118567419",0
"118567420",0
"118567421",1
"118567422",1
"118567423",6
"118567424",2
"118567425",0
"118567426",0
"118567427",0
"118567428",1
"118567429",26
"118567431",0
"118567435",0
"118567436",0
"118567437",1792
"118567438",0
"118567439",181
"118567440",70
"118567441",29
"118567442",50
"118567443",4
"118567445",0
"118567446",0
"118567447",55
"118567448",0
"118567449",0
"118567450",0
"118567451",0
"118567452",4
"118567453",16
"118567454",0
"118567455",0
"118567456",0
"118567457",5
"118567458",13
"118567459",2
"118567460",1
"118567461",0
"118567462",0
"118567463",18
"118567464",0
"118567466",0
"118567467",1
"118567468",3
"118567469",14
"118567470",11
"118567471",4
"118567472",1
"118567473",21
"118567474",5
"118567475",0
"118567476",54
"118567477",4
"118567478",0
"118567479",9
"118567480",1
"118567481",90
"118567482",1
"118567483",0
"118567485",0
"118567487",5
"118567488",26
"118567489",0
"118567495",2
"118567496",0
"118567497",19
"118567498",1
"118567499",0
"118567500",5
"118567501",20
"118567502",2
"118567504",106
"118567505",6
"118567506",0
"118567507",0
"118567508",10
"118567509",22
"118567510",9
"118567511",0
"118567512",2
"118567513",6
"118567514",0
"118567515",0
"118567516",10
"118567517",37
"118567518",13
"118567519",13
"118567520",1
"118567521",0
"118567522",0
"118567523",9
"118567524",84
"118567525",4
"118567526",0
"118567527",149
"118567528",4
"118567529",146
"118567530",0
"118567531",3
"118567532",4
"118567533",60
"118567534",0
"118567535",1
"118567536",0
"118567538",0
"118567539",0
"118567540",0
"118567541",0
"118567542",0
"118567543",1
"118567544",3
"118567545",0
"118567546",0
"118567547",1
"118567548",0
"118567549",2
"118567550",2
"118567551",10
"118567552",41
"118567553",0
"118567554",0
"118567555",0
"118567556",0
"118567557",37
"118567558",21
"118567559",44
"118567560",0
"118567561",7
"118567562",9
"118567563",0
"118567564",0
"118567565",0
"118567566",1
"118567567",6
"118567568",1
"118567569",21
"118567572",3
"118567575",0
"118567577",0
"118567578",0
"118567579",0
"118567581",0
"118567583",0
"118567584",0
"118567585",1
"118567586",7
"118567587",0
"118567588",4
"118567589",1
"118567593",0
"118567594",13
"118567595",0
"118567596",0
"118567597",18
"118567598",8
"118567599",2
"118567600",1
"118567601",1
"118567602",0
"118567603",0
"118567604",2
"118567605",0
"118567606",1
"118567607",18
"118567608",0
"118567609",60
"118567610",0
"118567611",3
"118567612",2
"118567613",0
"118567614",6
"118567615",0
"118567616",0
"118567617",0
"118567618",12
"118567619",15
"118567620",0
"118567621",99
"118567622",0
"118567623",11
"118567624",31
"118567625",11
"118567626",2
"118567627",6
"118567628",0
"118567629",17
"118567630",0
"118567631",19
"118567633",0
"118567634",23
"118567635",10
"118567636",22
"118567637",0
"118567638",2
"118567639",0
"118567640",13
"118567641",1
"118567643",22
"118567644",0
"118567645",6
"118567647",2
"118567648",3
"118567649",0
"118567650",4
"118567651",0
"118567652",7
"118567655",17
"118567656",0
"118567657",4
"118567658",0
"118567659",11
"118567660",227
"118567661",0
"118567662",0
"118567663",4
"118567664",149
"118567665",5
"118567666",1
"118567667",126
"118567668",0
"118567669",4
"118567670",0
"118567671",0
"118567672",0
"118567673",6
"118567674",12
"118567675",0
"118567676",0
"118567677",1
"118567678",0
"118567679",0
"118567681",17
"118567682",4
"118567684",4
"118567685",12
"118567686",11
"118567687",3
"118567688",42
"118567689",176
"118567690",67
"118567691",14
"118567692",5
"118567693",1
"118567694",1
"118567695",27
"118567696",0
"118567697",6
"118567698",4
"118567699",37
"118567700",29
"118567701",0
"118567702",0
"118567703",2
"118567704",3
"118567705",0
"118567706",0
"118567707",19
"118567708",2
"118567710",0
"118567711",0
"118567712",0
"118567713",5
"118567714",3
"118567715",11
"118567716",61
"118567717",13
"118567718",0
"118567719",56
"118567720",1
"118567721",97
"118567722",3
"118567723",0
"118567724",2
"118567726",2
"118567727",0
"118567728",0
"118567729",0
"118567732",0
"118567733",116
"118567734",2
"118567735",0
"118567736",59
"118567737",2
"118567738",27
"118567739",0
"118567740",0
"118567741",8
"118567742",2
"118567743",2
"118567744",0
"118567745",0
"118567746",0
"118567747",3
"118567748",5
"118567749",0
"118567750",3
"118567751",0
"118567752",0
"118567753",9
"118567754",6
"118567755",0
"118567756",2
"118567757",1
"118567758",0
"118567759",0
"118567760",0
"118567761",0
"118567763",0
"118567764",11
"118567765",50
"118567766",12
"118567767",0
"118567768",8
"118567769",2
"118567770",2
"118567771",5
"118567772",2
"118567773",0
"118567775",6
"118567776",0
"118567777",8
"118567780",0
"118567781",0
"118567782",4
"118567783",5
"118567786",15
"118567787",0
"118567790",17
"118567791",2
"118567792",0
"118567794",8
"118567795",4
"118567796",0
"118567797",3
"118567798",0
"118567799",0
"118567800",0
"118567801",105
"118567802",0
"118567803",0
"118567804",0
"118567805",0
"118567806",1
"118567807",1
"118567808",0
"118567809",0
"118567811",7
"118567812",0
"118567813",0
"118567814",30
"118567815",0
"118567816",1
"118567817",3
"118567818",1
"118567819",7
"118567820",1
"118567821",6
"118567822",0
"118567823",46
"118567824",4
"118567825",25
"118567826",0
"118567827",45
"118567828",4
"118567829",0
"118567830",0
"118567831",0
"118567832",4
"118567833",14
"118567834",0
"118567835",0
"118567836",18
"118567837",56
"118567838",4
"118567839",0
"118567840",1
"118567841",1
"118567842",1
"118567843",30
"118567844",0
"118567845",1
"118567846",5
"118567847",0
"118567848",1
"118567849",3
"118567850",11
"118567851",2
"118567852",0
"118567853",4
"118567854",16
"118567855",23
"118567856",15
"118567857",4
"118567858",39
"118567859",18
"118567860",0
"118567861",0
"118567862",0
"118567863",0
"118567864",7
"118567865",0
"118567866",3
"118567867",8
"118567868",61
"118567869",0
"118567870",14
"118567871",22
"118567872",12
"118567873",17
"118567874",8
"118567875",3
"118567876",0
"118567877",4
"118567878",0
"118567879",1
"118567880",2
"118567881",9
"118567882",2
"118567883",3
"118567884",0
"118567885",7
"118567886",7
"118567887",0
"118567888",6
"118567889",0
"118567890",0
"118567891",1
"118567892",0
"118567893",86
"118567894",0
"118567895",0
"118567896",1
"118567897",0
"118567898",0
"118567899",6
"118567900",4
"118567901",0
"118567902",15
"118567903",0
"118567904",32
"118567905",21
"118567906",3
"118567907",0
"118567908",0
"118567909",0
"118567910",8
"118567911",0
"118567912",1
"118567913",1
"118567914",11
"118567915",349
"118567916",60
"118567917",0
"118567918",69
"118567919",1
"118567920",76
"118567921",0
"118567922",72
"118567923",0
"118567924",1
"118567925",0
"118567927",23
"118567929",0
"118567930",32
"118567931",2
"118567932",1
"118567934",6
"118567935",29
"118567936",3
"118567937",0
"118567938",36
"118567939",0
"118567940",3
"118567944",23
"118567945",1
"118567946",1
"118567947",1
"118567948",21
"118567949",0
"118567950",1
"118567952",5
"118567953",2
"118567954",3
"118567955",9
"118567956",5
"118567957",0
"118567958",4
"118567959",14
"118567960",0
"118567961",0
"118567962",0
"118567964",0
"118567966",2
"118567967",0
"118567968",0
"118567969",0
"118567970",0
"118567971",1
"118567972",9
"118567973",0
"118567974",33
"118567975",0
"118567976",0
"118567977",0
"118567978",2
"118567979",39
"118567980",13
"118567982",0
"118567983",4
"118567984",0
"118567985",0
"118567986",0
"118567987",3
"118567990",0
"118567992",27
"118567994",0
"118567995",1
"118567996",2
"118567997",0
"118567998",1
"118567999",0
"118568000",14
"118568001",0
"118568002",0
"118568003",0
"118568004",3
"118568005",17
"118568006",5
"118568007",6283
"118568008",0
"118568009",7
"118568010",0
"118568011",5
"118568012",0
"118568013",2
"118568014",0
"118568015",0
"118568016",1
"118568017",0
"118568018",0
"118568019",2
"118568020",59
"118568021",1
"118568022",3
"118568023",1
"118568024",0
"118568025",1
"118568026",2
"118568027",20
"118568028",1
"118568029",0
"118568030",3
"118568031",12
"118568032",35
"118568033",0
"118568035",0
"118568036",17
"118568037",1
"118568038",5
"118568039",0
"118568042",2
"118568043",0
"118568044",0
"118568045",2
"118568046",31
"118568047",0
"118568048",0
"118568049",0
"118568050",146
"118568051",56
"118568052",0
"118568053",0
"118568054",23
"118568055",0
"118568056",2
"118568057",5
"118568058",3
"118568059",0
"118568060",0
"118568061",0
"118568062",12
"118568063",0
"118568064",13
"118568065",0
"118568066",0
"118568067",0
"118568068",0
"118568069",0
"118568070",0
"118568071",0
"118568072",4
"118568073",5
"118568074",0
"118568075",4
"118568077",2
"118568078",0
"118568079",0
"118568080",94
"118568081",0
"118568082",19
"118568083",8
"118568084",3
"118568085",16
"118568087",0
"118568088",5
"118568089",0
"118568090",2
"118568091",0
"118568094",157
"118568095",0
"118568097",0
"118568098",3
"118568099",0
"118568100",0
"118568101",0
"118568102",0
"118568103",1
"118568104",0
"118568105",0
"118568106",0
"118568107",0
"118568108",0
"118568109",0
"118568110",0
"118568111",0
"118568112",0
"118568113",1
"118568114",1
"118568115",0
"118568116",2
"118568117",2
"118568118",0
"118568119",4
"118568120",1
"118568121",25
"118568122",18
"118568123",1
"118568124",3
"118568125",0
"118568126",34
"118568127",0
"118568128",7
"118568129",0
"118568130",3
"118568131",0
"118568132",0
"118568133",18
"118568134",4
"118568135",9
"118568136",0
"118568137",51
"118568138",27
"118568140",0
"118568141",0
"118568142",0
"118568144",0
"118568145",0
"118568146",0
"118568147",1
"118568148",15
"118568149",3
"118568150",0
"118568151",1
"118568152",44
"118568153",1
"118568154",2
"118568156",9
"118568157",7
"118568158",2
"118568159",0
"118568160",0
"118568161",4
"118568162",4
"118568163",4
"118568164",0
"118568166",0
"118568167",18
"118568168",6
"118568169",1
"118568170",12
"118568171",2
"118568172",2
"118568173",0
"118568174",0
"118568175",1
"118568176",141
"118568177",3
"118568178",2
"118568179",2
"118568180",46
"118568181",2
"118568182",1
"118568183",2
"118568184",5
"118568185",3
"118568186",8
"118568187",3
"118568188",0
"118568189",0
"118568190",4
"118568191",14
"118568192",0
"118568193",0
"118568194",10
"118568195",0
"118568196",0
"118568197",0
"118568198",14
"118568199",0
"118568200",0
"118568201",51
"118568202",81
"118568203",9
"118568204",3
"118568205",7
"118568206",0
"118568207",4
"118568208",0
"118568209",0
"118568210",0
"118568211",0
"118568212",7
"118568214",8
"118568215",2
"118568216",0
"118568217",1
"118568218",0
"118568219",13
"118568220",4
"118568221",0
"118568222",0
"118568223",8
"118568224",307
"118568225",0
"118568226",12
"118568229",0
"118568230",0
"118568231",0
"118568232",21
"118568233",4
"118568234",4
"118568235",2
"118568236",29
"118568237",6
"118568238",0
"118568239",0
"118568240",10
"118568241",66
"118568242",0
"118568243",152
"118568244",19
"118568245",0
"118568246",3
"118568247",1
"118568251",1
"118568252",0
"118568253",3
"118568254",0
"118568255",0
"118568256",5
"118568257",233
"118568258",1
"118568259",3
"118568260",0
"118568261",2
"118568262",0
"118568263",6
"118568264",0
"118568265",9
"118568266",0
"118568267",0
"118568268",1
"118568269",3
"118568270",0
"118568271",0
"118568272",0
"118568273",3
"118568275",23
"118568276",0
"118568277",54
"118568278",0
"118568279",0
"118568280",1
"118568281",102
"118568283",0
"118568284",0
"118568285",0
"118568286",0
"118568287",0
"118568288",8
"118568289",1
"118568290",6
"118568291",15
"118568292",0
"118568293",39
"118568294",0
"118568295",22
"118568296",0
"118568297",9
"118568298",5
"118568299",3
"118568300",1
"118568301",1
"118568302",14
"118568303",0
"118568304",0
"118568305",0
"118568306",7
"118568307",5
"118568308",3
"118568309",74
"118568310",1
"118568311",0
"118568313",0
"118568314",0
"118568315",7
"118568316",18
"118568317",61
"118568318",3
"118568319",24
"118568320",12
"118568321",0
"118568322",22
"118568323",0
"118568324",8
"118568325",13
"118568326",0
"118568327",4
"118568328",3
"118568329",2
"118568330",13
"118568331",9
"118568332",0
"118568333",0
"118568335",5
"118568336",0
"118568337",2
"118568338",4
"118568339",1
"118568340",3
"118568341",0
"118568342",3
"118568343",6
"118568344",0
"118568345",63
"118568348",1
"118568349",44
"118568350",1
"118568351",15
"118568352",6
"118568353",44
"118568354",21
"118568355",0
"118568356",1
"118568357",2
"118568358",0
"118568359",0
"118568360",13
"118568361",1
"118568362",0
"118568363",0
"118568364",0
"118568365",0
"118568366",0
"118568367",0
"118568368",2
"118568369",1
"118568370",10
"118568371",0
"118568372",0
"118568373",2
"118568374",13
"118568375",1
"118568376",69
"118568377",39
"118568378",0
"118568379",0
"118568380",4
"118568381",92
"118568382",0
"118568383",89
"118568384",1
"118568385",0
"118568386",6
"118568387",34
"118568388",0
"118568389",9
"118568390",30
"118568391",1
"118568392",1
"118568393",0
"118568394",5
"118568395",4
"118568396",2
"118568397",18
"118568398",1
"118568399",0
"118568400",10
"118568401",7
"118568402",18
"118568403",6
"118568404",53
"118568405",11
"118568406",3
"118568407",3
"118568408",0
"118568409",0
"118568415",0
"118568416",3
"118568417",1
"118568418",3
"118568419",3
"118568420",1
"118568421",0
"118568422",0
"118568423",0
"118568424",710
"118568425",0
"118568426",0
"118568427",0
"118568428",0
"118568429",0
"118568430",1
"118568431",0
"118568432",59
"118568433",0
"118568435",0
"118568437",1
"118568438",73
"118568439",3
"118568440",8
"118568441",0
"118568442",1
"118568443",0
"118568444",1
"118568445",0
"118568446",4
"118568447",0
"118568448",0
"118568450",11
"118568452",0
"118568455",0
"118568456",0
"118568457",0
"118568459",0
"118568460",0
"118568461",0
"118568462",0
"118568463",0
"118568464",0
"118568465",0
"118568466",0
"118568467",0
"118568468",0
"118568469",0
"118568470",0
"118568471",0
"118568472",0
"118568473",0
"118568474",0
"118568475",0
"118568476",0
"118568478",0
"118568479",0
"118568482",335
"118568483",9
"118568484",3
"118568485",1
"118568487",29
"118568488",15
"118568489",0
"118568490",12
"118568491",0
"118568492",1
"118568493",1
"118568494",2
"118568495",24
"118568496",0
"118568497",0
"118568498",0
"118568499",2
"118568500",110
"118568502",2
"118568504",0
"118568505",19
"118568506",77
"118568507",1
"118568508",11
"118568509",8
"118568510",0
"118568511",0
"118568512",53
"118568513",54
"118568514",3
"118568515",1
"118568516",0
"118568517",0
"118568518",9
"118568520",3
"118568521",0
"118568522",4
"118568523",24
"118568524",0
"118568525",0
"118568526",35
"118568528",0
"118568529",6
"118568530",2
"118568531",68
"118568532",38
"118568533",1
"118568534",0
"118568535",24
"118568536",2
"118568537",0
"118568538",4
"118568539",3
"118568540",0
"118568541",0
"118568543",2
"118568544",34
"118568545",0
"118568546",0
"118568547",1
"118568548",0
"118568549",0
"118568550",4
"118568551",3
"118568552",1
"118568553",4
"118568554",0
"118568555",0
"118568556",9
"118568557",4
"118568558",15
"118568559",1
"118568560",0
"118568561",1
"118568562",1
"118568563",95
"118568564",7
"118568565",5
"118568566",24
"118568567",24
"118568568",5
"118568570",0
"118568571",0
"118568572",0
"118568573",0
"118568574",0
"118568575",0
"118568576",0
"118568577",1
"118568579",0
"118568580",0
"118568581",165
"118568582",0
"118568583",7
"118568584",12
"118568585",4
"118568586",2
"118568587",1
"118568588",0
"118568589",0
"118568590",1
"118568591",2
"118568592",0
"118568593",28
"118568594",4
"118568595",5
"118568596",6
"118568597",0
"118568598",0
"118568599",0
"118568600",6
"118568601",1
"118568602",0
"118568603",0
"118568604",13
"118568605",0
"118568606",0
"118568607",296
"118568608",2
"118568609",41
"118568610",52
"118568611",0
"118568612",0
"118568613",0
"118568614",0
"118568615",0
"118568616",1
"118568617",16
"118568618",170
"118568619",0
"118568620",0
"118568621",44
"118568622",37
"118568623",1
"118568624",17
"118568625",11
"118568626",0
"118568627",2
"118568628",13
"118568629",2
"118568630",0
"118568631",0
"118568632",2
"118568633",9
"118568634",8
"118568635",13
"118568636",0
"118568637",11
"118568638",0
"118568639",0
"118568643",0
"118568644",32
"118568645",47
"118568646",21
"118568647",14
"118568648",1
"118568649",5
"118568650",7
"118568651",100
"118568652",11
"118568653",4
"118568654",0
"118568655",7
"118568656",0
"118568658",32
"118568659",9
"118568660",12
"118568661",0
"118568662",5
"118568663",0
"118568664",2
"118568665",0
"118568666",0
"118568667",0
"118568668",0
"118568669",4
"118568670",3
"118568671",0
"118568672",1
"118568673",0
"118568674",0
"118568675",0
"118568676",24
"118568677",1
"118568678",0
"118568679",0
"118568680",0
"118568681",1
"118568682",0
"118568683",184
"118568684",0
"118568685",0
"118568686",6
"118568687",21
"118568688",2
"118568689",1
"118568690",1
"118568691",12
"118568692",3
"118568693",5
"118568694",37
"118568695",125
"118568696",0
"118568697",0
"118568698",8
"118568699",11
"118568700",3
"118568701",6
"118568702",15
"118568703",1
"118568705",378
"118568707",0
"118568708",4
"118568709",0
"118568710",18
"118568711",0
"118568712",42
"118568713",1
"118568714",0
"118568715",0
"118568716",0
"118568717",0
"118568718",169
"118568720",1
"118568721",0
"118568722",0
"118568723",0
"118568724",0
"118568726",1
"118568727",1
"118568728",0
"118568729",1
"118568730",56
"118568731",0
"118568732",54
"118568733",0
"118568734",0
"118568735",0
"118568736",11
"118568737",0
"118568739",4
"118568740",0
"118568741",3
"118568742",0
"118568743",1
"118568744",9
"118568745",4
"118568746",0
"118568747",0
"118568748",11
"118568749",0
"118568750",25463
"118568751",5
"118568753",15
"118568754",0
"118568755",2
"118568756",16
"118568757",98
"118568758",16
"118568759",16
"118568760",12
"118568761",0
"118568762",4
"118568763",3
"118568764",2
"118568765",0
"118568766",0
"118568767",0
"118568768",0
"118568769",0
"118568770",0
"118568771",0
"118568772",0
"118568773",8
"118568775",0
"118568776",0
"118568777",11
"118568778",0
"118568779",0
"118568780",1
"118568781",92
"118568782",15
"118568783",470
"118568784",49
"118568785",2
"118568786",0
"118568787",1
"118568789",0
"118568791",0
"118568792",16
"118568793",2
"118568795",12
"118568796",89
"118568797",8
"118568798",80
"11857",266
"11858",1267
"11859",1
"11861",1554
"11863",1316
"11864",15637
"11865",1906
"11867",132
"11870",3
"11871",1
"11872",0
"11875",1
"11876",10
"11877",1268
"11878",507
"11881",5162
"11883",1047
"11886",2847
"11889",6
"11890",0
"11891",179
"11898",83
"11899",12660
"11905",4
"11906",400
"119065974",132
"11907",3354
"11908",243
"119086081",463914
"11909",7333
"11910",9
"11911",2770
"11920",1467
"11921",0
"11922",2931
"11923",27
"11924",17
"11925",4
"11927",636
"11928",67339
"11931",67373
"11932",15593
"11933",2215
"11936",75
"11937",14
"11938",53177
"11941",50439
"11944",20
"11945",2
"11946",31508
"11947",32541
"11949",4011
"11950",3310
"11951",491
"11957",3517
"11958",195
"11964",23687
"11966",31968
"11972",7904
"11973",13852
"11974",352
"11975",23292
"11977",605
"11979",110
"11980",16131
"11981",19527
"11982",802
"11983",3153
"11984",7641
"11987",2395
"11988",1365
"11989",244
"11990",9572
"11991",8494
"119919411",0
"119919412",0
"11992",1954
"11993",1722
"11994",909
"11997",4
"11998",3
"12000",2
"12005",949
"12006",1016
"12007",1
"12009",1065
"12010",2597
"12012",0
"12013",574
"12014",632
"12015",526
"12017",4218
"12018",424
"12020",0
"12021",27
"12022",0
"12023",111
"12028",726
"12029",47
"12032",6887
"12033",2219
"12034",1964
"12035",3867
"12036",325
"12038",218
"12039",908
"12040",755
"12041",1342
"12042",410
"12043",1136
"12044",3
"12045",15
"12046",0
"12047",1
"12048",3181
"12049",0
"12050",4731
"12051",3
"12053",1485
"12054",1378
"12055",601
"12057",5
"12061",0
"12062",29
"120623199",0
"120623200",4
"12064",1032
"12068",558
"12069",4258
"12070",3689
"12075",31
"12091",1137
"12095",18
"12096",2
"12097",1
"121021",578
"121022",492
"12111",466
"12116",0
"12121",2519
"12122",347
"12123",1955
"12124",0
"12125",215
"12140",692
"12142",38
"12143",0
"12144",197
"12145",1
"12151",1639
"12153",2381
"12154",0
"12155",4
"12156",239
"12159",68
"12160",78
"12161",148
"12162",288
"12163",6
"12164",3
"12165",0
"12166",2931
"12167",1080
"12168",13154
"12169",57
"12173",0
"12175",1161
"12176",2503
"12177",4093
"12180",33
"12181",1756
"121811709",0
"121811722",0
"12182",6
"12183",1710
"12189",76
"12190",353
"12192",602
"12193",543
"12209",0
"12211",8207
"12212",2211
"12215",11882
"122152370",1
"122152371",0
"12217",23542
"12223",13
"12224",183
"12226",794
"12227",301
"12228",182
"12229",52
"12231",0
"12234",5177
"12235",7
"12236",66
"12237",1882
"12238",1842
"122526778",0
"122526781",299
"12257",59
"12258",120
"12259",837
"12260",892
"12261",1921
"12262",794
"12263",42
"12265",47
"12266",13
"12267",68
"12268",469
"12269",3
"12270",7
"12273",25
"12274",0
"12279",0
"12282",5467
"12283",8581
"12286",9574
"12287",6388
"12288",3703
"12289",2895
"12290",11838
"12291",3854
"12292",31
"12293",17427
"12294",6952
"12295",5918
"12296",2146
"12297",9646
"12298",9949
"12299",0
"12300",4561
"12301",2378
"12304",1902
"12305",2311
"12306",277
"12307",6840
"12308",506
"12309",0
"12310",21
"12311",1
"12313",143728
"12314",31106
"12315",38627
"12316",12
"12317",12369
"12319",727
"12321",3248
"12322",150350
"12323",36240
"12325",17104
"12326",19915
"12328",958
"12330",19103
"12331",10049
"12332",34
"12333",1081
"12334",2868
"12335",231
"12336",4418
"12337",2076
"12338",38
"12339",2411
"12340",767
"12343",12133
"12344",1
"12345",7710
"12346",5
"123477722",0
"12348",5118
"12349",5663
"12350",21
"12351",1306
"12352",19
"12353",0
"12354",588
"12355",0
"12359",2030
