"","sorted_reads_SRR14114310.bam"
"118567848",0
"118567849",1
"118567850",16
"118567851",8
"118567852",0
"118567853",7
"118567854",20
"118567855",20
"118567856",8
"118567857",2
"118567858",27
"118567859",17
"118567860",0
"118567861",0
"118567862",0
"118567863",0
"118567864",4
"118567865",1
"118567866",1
"118567867",4
"118567868",29
"118567869",0
"118567870",34
"118567871",17
"118567872",5
"118567873",16
"118567874",8
"118567875",4
"118567876",0
"118567877",2
"118567878",0
"118567879",1
"118567880",3
"118567881",24
"118567882",2
"118567883",3
"118567884",0
"118567885",4
"118567886",6
"118567887",0
"118567888",10
"118567889",1
"118567890",0
"118567891",6
"118567892",1
"118567893",58
"118567894",0
"118567895",2
"118567896",0
"118567897",0
"118567898",0
"118567899",7
"118567900",0
"118567901",0
"118567902",12
"118567903",2
"118567904",28
"118567905",12
"118567906",2
"118567907",0
"118567908",0
"118567909",0
"118567910",1
"118567911",1
"118567912",1
"118567913",1
"118567914",2
"118567915",274
"118567916",44
"118567917",1
"118567918",54
"118567919",8
"118567920",25
"118567921",0
"118567922",39
"118567923",6
"118567924",0
"118567925",1
"118567927",14
"118567929",3
"118567930",60
"118567931",2
"118567932",0
"118567934",8
"118567935",21
"118567936",0
"118567937",0
"118567938",13
"118567939",0
"118567940",0
"118567944",18
"118567945",0
"118567946",0
"118567947",0
"118567948",10
"118567949",0
"118567950",0
"118567952",1
"118567953",4
"118567954",2
"118567955",8
"118567956",5
"118567957",0
"118567958",6
"118567959",5
"118567960",0
"118567961",2
"118567962",0
"118567964",0
"118567966",0
"118567967",1
"118567968",0
"118567969",4
"118567970",1
"118567971",4
"118567972",13
"118567973",0
"118567974",14
"118567975",0
"118567976",0
"118567977",3
"118567978",8
"118567979",22
"118567980",34
"118567982",0
"118567983",4
"118567984",0
"118567985",0
"118567986",1
"118567987",1
"118567990",0
"118567992",34
"118567994",1
"118567995",0
"118567996",0
"118567997",1
"118567998",0
"118567999",0
"118568000",17
"118568001",0
"118568002",0
"118568003",0
"118568004",0
"118568005",11
"118568006",4
"118568007",3755
"118568008",0
"118568009",11
"118568010",0
"118568011",6
"118568012",0
"118568013",6
"118568014",0
"118568015",0
"118568016",0
"118568017",0
"118568018",0
"118568019",5
"118568020",54
"118568021",2
"118568022",8
"118568023",0
"118568024",0
"118568025",1
"118568026",5
"118568027",14
"118568028",0
"118568029",0
"118568030",1
"118568031",20
"118568032",49
"118568033",1
"118568035",0
"118568036",8
"118568037",1
"118568038",12
"118568039",1
"118568042",1
"118568043",0
"118568044",1
"118568045",2
"118568046",20
"118568047",0
"118568048",0
"118568049",0
"118568050",94
"118568051",44
"118568052",2
"118568053",1
"118568054",15
"118568055",0
"118568056",0
"118568057",1
"118568058",4
"118568059",0
"118568060",1
"118568061",1
"118568062",11
"118568063",0
"118568064",5
"118568065",0
"118568066",4
"118568067",0
"118568068",2
"118568069",0
"118568070",0
"118568071",0
"118568072",1
"118568073",3
"118568074",0
"118568075",0
"118568077",0
"118568078",0
"118568079",0
"118568080",106
"118568081",0
"118568082",20
"118568083",3
"118568084",5
"118568085",25
"118568087",1
"118568088",6
"118568089",1
"118568090",0
"118568091",1
"118568094",100
"118568095",1
"118568097",0
"118568098",11
"118568099",0
"118568100",3
"118568101",0
"118568102",0
"118568103",1
"118568104",0
"118568105",0
"118568106",0
"118568107",0
"118568108",0
"118568109",0
"118568110",0
"118568111",0
"118568112",0
"118568113",0
"118568114",5
"118568115",0
"118568116",5
"118568117",2
"118568118",2
"118568119",0
"118568120",0
"118568121",11
"118568122",14
"118568123",0
"118568124",3
"118568125",0
"118568126",34
"118568127",4
"118568128",1
"118568129",1
"118568130",9
"118568131",0
"118568132",0
"118568133",31
"118568134",0
"118568135",5
"118568136",0
"118568137",54
"118568138",26
"118568140",0
"118568141",0
"118568142",0
"118568144",0
"118568145",0
"118568146",1
"118568147",3
"118568148",8
"118568149",3
"118568150",0
"118568151",2
"118568152",33
"118568153",0
"118568154",2
"118568156",9
"118568157",2
"118568158",2
"118568159",0
"118568160",0
"118568161",6
"118568162",10
"118568163",4
"118568164",0
"118568166",1
"118568167",10
"118568168",4
"118568169",1
"118568170",9
"118568171",1
"118568172",3
"118568173",1
"118568174",2
"118568175",2
"118568176",99
"118568177",2
"118568178",1
"118568179",7
"118568180",28
"118568181",4
"118568182",3
"118568183",1
"118568184",3
"118568185",0
"118568186",23
"118568187",4
"118568188",0
"118568189",0
"118568190",2
"118568191",7
"118568192",0
"118568193",0
"118568194",10
"118568195",0
"118568196",0
"118568197",0
"118568198",8
"118568199",0
"118568200",0
"118568201",39
"118568202",42
"118568203",5
"118568204",4
"118568205",13
"118568206",0
"118568207",4
"118568208",0
"118568209",0
"118568210",0
"118568211",1
"118568212",6
"118568214",13
"118568215",0
"118568216",0
"118568217",0
"118568218",1
"118568219",7
"118568220",2
"118568221",0
"118568222",0
"118568223",6
"118568224",155
"118568225",0
"118568226",6
"118568229",1
"118568230",0
"118568231",0
"118568232",11
"118568233",3
"118568234",6
"118568235",0
"118568236",30
"118568237",4
"118568238",2
"118568239",0
"118568240",5
"118568241",47
"118568242",0
"118568243",113
"118568244",27
"118568245",0
"118568246",0
"118568247",0
"118568251",1
"118568252",0
"118568253",5
"118568254",0
"118568255",2
"118568256",4
"118568257",145
"118568258",0
"118568259",2
"118568260",0
"118568261",0
"118568262",1
"118568263",6
"118568264",0
"118568265",7
"118568266",0
"118568267",3
"118568268",1
"118568269",1
"118568270",0
"118568271",0
"118568272",0
"118568273",0
"118568275",14
"118568276",3
"118568277",69
"118568278",1
"118568279",0
"118568280",1
"118568281",79
"118568283",0
"118568284",3
"118568285",0
"118568286",0
"118568287",0
"118568288",1
"118568289",2
"118568290",1
"118568291",17
"118568292",0
"118568293",51
"118568294",0
"118568295",13
"118568296",0
"118568297",5
"118568298",0
"118568299",0
"118568300",1
"118568301",1
"118568302",10
"118568303",0
"118568304",0
"118568305",1
"118568306",5
"118568307",6
"118568308",2
"118568309",39
"118568310",0
"118568311",1
"118568313",2
"118568314",0
"118568315",12
"118568316",10
"118568317",37
"118568318",9
"118568319",21
"118568320",8
"118568321",0
"118568322",25
"118568323",1
"118568324",12
"118568325",7
"118568326",1
"118568327",4
"118568328",0
"118568329",0
"118568330",6
"118568331",6
"118568332",1
"118568333",1
"118568335",3
"118568336",6
"118568337",4
"118568338",3
"118568339",0
"118568340",1
"118568341",0
"118568342",5
"118568343",3
"118568344",2
"118568345",44
"118568348",2
"118568349",48
"118568350",0
"118568351",6
"118568352",1
"118568353",45
"118568354",19
"118568355",0
"118568356",1
"118568357",1
"118568358",2
"118568359",1
"118568360",13
"118568361",0
"118568362",0
"118568363",0
"118568364",0
"118568365",0
"118568366",0
"118568367",0
"118568368",0
"118568369",3
"118568370",21
"118568371",0
"118568372",0
"118568373",0
"118568374",3
"118568375",0
"118568376",28
"118568377",36
"118568378",0
"118568379",0
"118568380",3
"118568381",78
"118568382",0
"118568383",88
"118568384",6
"118568385",0
"118568386",2
"118568387",23
"118568388",0
"118568389",8
"118568390",18
"118568391",0
"118568392",2
"118568393",1
"118568394",3
"118568395",1
"118568396",1
"118568397",14
"118568398",0
"118568399",1
"118568400",10
"118568401",4
"118568402",12
"118568403",2
"118568404",26
"118568405",5
"118568406",1
"118568407",3
"118568408",2
"118568409",2
"118568415",2
"118568416",1
"118568417",1
"118568418",1
"118568419",6
"118568420",0
"118568421",0
"118568422",0
"118568423",1
"118568424",492
"118568425",0
"118568426",0
"118568427",0
"118568428",0
"118568429",0
"118568430",2
"118568431",0
"118568432",35
"118568433",0
"118568435",0
"118568437",0
"118568438",82
"118568439",4
"118568440",3
"118568441",0
"118568442",0
"118568443",0
"118568444",0
"118568445",0
"118568446",4
"118568447",0
"118568448",2
"118568450",14
"118568452",2
"118568455",0
"118568456",0
"118568457",0
"118568459",0
"118568460",0
"118568461",0
"118568462",0
"118568463",0
"118568464",0
"118568465",0
"118568466",0
"118568467",0
"118568468",0
"118568469",0
"118568470",0
"118568471",0
"118568472",0
"118568473",0
"118568474",0
"118568475",0
"118568476",0
"118568478",0
"118568479",0
"118568482",204
"118568483",12
"118568484",2
"118568485",0
"118568487",28
"118568488",9
"118568489",0
"118568490",16
"118568491",0
"118568492",5
"118568493",1
"118568494",4
"118568495",17
"118568496",1
"118568497",0
"118568498",0
"118568499",1
"118568500",90
"118568502",0
"118568504",0
"118568505",21
"118568506",66
"118568507",0
"118568508",10
"118568509",6
"118568510",1
"118568511",0
"118568512",31
"118568513",37
"118568514",0
"118568515",7
"118568516",0
"118568517",1
"118568518",2
"118568520",2
"118568521",0
"118568522",3
"118568523",12
"118568524",0
"118568525",0
"118568526",35
"118568528",0
"118568529",0
"118568530",7
"118568531",67
"118568532",26
"118568533",0
"118568534",0
"118568535",18
"118568536",4
"118568537",0
"118568538",5
"118568539",1
"118568540",1
"118568541",0
"118568543",2
"118568544",12
"118568545",0
"118568546",0
"118568547",3
"118568548",0
"118568549",0
"118568550",7
"118568551",2
"118568552",0
"118568553",0
"118568554",0
"118568555",0
"118568556",8
"118568557",7
"118568558",20
"118568559",4
"118568560",0
"118568561",0
"118568562",2
"118568563",89
"118568564",13
"118568565",6
"118568566",34
"118568567",15
"118568568",4
"118568570",0
"118568571",2
"118568572",0
"118568573",0
"118568574",3
"118568575",0
"118568576",0
"118568577",2
"118568579",0
"118568580",0
"118568581",122
"118568582",0
"118568583",2
"118568584",5
"118568585",6
"118568586",0
"118568587",2
"118568588",2
"118568589",0
"118568590",2
"118568591",3
"118568592",0
"118568593",22
"118568594",4
"118568595",1
"118568596",13
"118568597",0
"118568598",1
"118568599",0
"118568600",9
"118568601",0
"118568602",0
"118568603",0
"118568604",11
"118568605",0
"118568606",0
"118568607",191
"118568608",1
"118568609",20
"118568610",40
"118568611",1
"118568612",3
"118568613",0
"118568614",0
"118568615",0
"118568616",0
"118568617",15
"118568618",154
"118568619",1
"118568620",0
"118568621",67
"118568622",19
"118568623",0
"118568624",12
"118568625",15
"118568626",0
"118568627",0
"118568628",3
"118568629",0
"118568630",0
"118568631",2
"118568632",1
"118568633",4
"118568634",7
"118568635",4
"118568636",0
"118568637",9
"118568638",0
"118568639",0
"118568643",0
"118568644",25
"118568645",43
"118568646",10
"118568647",10
"118568648",1
"118568649",1
"118568650",5
"118568651",99
"118568652",4
"118568653",1
"118568654",2
"118568655",6
"118568656",0
"118568658",30
"118568659",8
"118568660",18
"118568661",0
"118568662",0
"118568663",0
"118568664",0
"118568665",1
"118568666",0
"118568667",0
"118568668",2
"118568669",7
"118568670",1
"118568671",0
"118568672",2
"118568673",0
"118568674",0
"118568675",0
"118568676",11
"118568677",0
"118568678",0
"118568679",0
"118568680",1
"118568681",0
"118568682",0
"118568683",110
"118568684",0
"118568685",0
"118568686",1
"118568687",13
"118568688",0
"118568689",0
"118568690",1
"118568691",12
"118568692",2
"118568693",6
"118568694",25
"118568695",85
"118568696",0
"118568697",0
"118568698",6
"118568699",7
"118568700",1
"118568701",7
"118568702",7
"118568703",8
"118568705",170
"118568707",0
"118568708",5
"118568709",0
"118568710",17
"118568711",0
"118568712",46
"118568713",1
"118568714",1
"118568715",0
"118568716",0
"118568717",0
"118568718",83
"118568720",2
"118568721",0
"118568722",0
"118568723",0
"118568724",1
"118568726",2
"118568727",1
"118568728",0
"118568729",0
"118568730",55
"118568731",0
"118568732",27
"118568733",0
"118568734",4
"118568735",0
"118568736",10
"118568737",1
"118568739",1
"118568740",1
"118568741",0
"118568742",0
"118568743",1
"118568744",9
"118568745",6
"118568746",1
"118568747",0
"118568748",8
"118568749",0
"118568750",15850
"118568751",2
"118568753",12
"118568754",0
"118568755",2
"118568756",10
"118568757",84
"118568758",10
"118568759",11
"118568760",6
"118568761",1
"118568762",4
"118568763",3
"118568764",5
"118568765",0
"118568766",0
"118568767",2
"118568768",1
"118568769",0
"118568770",0
"118568771",2
"118568772",1
"118568773",2
"118568775",0
"118568776",0
"118568777",22
"118568778",0
"118568779",0
"118568780",0
"118568781",128
"118568782",35
"118568783",349
"118568784",24
"118568785",0
"118568786",0
"118568787",0
"118568789",0
"118568791",1
"118568792",15
"118568793",4
"118568795",9
"118568796",75
"118568797",13
"118568798",49
"11857",221
"11858",1035
"11859",0
"11861",986
"11863",950
"11864",9473
"11865",1358
"11867",123
"11870",3
"11871",1
"11872",0
"11875",1
"11876",8
"11877",871
"11878",423
"11881",3316
"11883",711
"11886",1833
"11889",26
"11890",1
"11891",174
"11898",81
"11899",8432
"11905",1
"11906",511
"119065974",92
"11907",2268
"11908",169
"119086081",483499
"11909",4894
"11910",18
"11911",1924
"11920",1007
"11921",0
"11922",1488
"11923",16
"11924",9
"11925",0
"11927",400
"11928",35755
"11931",41566
"11932",10958
"11933",1518
"11936",71
"11937",14
"11938",30719
"11941",28759
"11944",6
"11945",1
"11946",20293
"11947",20768
"11949",2490
"11950",1999
"11951",305
"11957",2040
"11958",104
"11964",14044
"11966",19344
"11972",5117
"11973",8229
"11974",258
"11975",14206
"11977",418
"11979",54
"11980",10279
"11981",12572
"11982",459
"11983",1911
"11984",4576
"11987",1490
"11988",1033
"11989",207
"11990",5860
"11991",5595
"119919411",0
"119919412",0
"11992",1285
"11993",1176
"11994",811
"11997",2
"11998",69
"12000",1
"12005",661
"12006",707
"12007",0
"12009",668
"12010",1885
"12012",9
"12013",457
"12014",340
"12015",407
"12017",2775
"12018",324
"12020",0
"12021",18
"12022",0
"12023",64
"12028",478
"12029",37
"12032",4922
"12033",1367
"12034",1449
"12035",2518
"12036",235
"12038",235
"12039",683
"12040",538
"12041",866
"12042",245
"12043",755
"12044",1
"12045",13
"12046",0
"12047",5
"12048",1980
"12049",1
"12050",3219
"12051",3
"12053",1012
"12054",906
"12055",369
"12057",3
"12061",0
"12062",21
"120623199",0
"120623200",0
"12064",678
"12068",412
"12069",2894
"12070",2382
"12075",29
"12091",775
"12095",12
"12096",1
"12097",0
"121021",442
"121022",313
"12111",470
"12116",0
"12121",1557
"12122",205
"12123",1378
"12124",4
"12125",166
"12140",614
"12142",44
"12143",0
"12144",179
"12145",0
"12151",1029
"12153",1318
"12154",0
"12155",1
"12156",121
"12159",45
"12160",66
"12161",236
"12162",341
"12163",0
"12164",5
"12165",0
"12166",2002
"12167",895
"12168",8620
"12169",52
"12173",0
"12175",732
"12176",1500
"12177",2501
"12180",72
"12181",1147
"121811709",0
"121811722",0
"12182",3
"12183",1136
"12189",61
"12190",181
"12192",513
"12193",517
"12209",7
"12211",5359
"12212",1567
"12215",8173
"122152370",1
"122152371",0
"12217",15401
"12223",14
"12224",178
"12226",678
"12227",253
"12228",103
"12229",24
"12231",6
"12234",3370
"12235",7
"12236",87
"12237",1219
"12238",1193
"122526778",0
"122526781",199
"12257",38
"12258",178
"12259",560
"12260",594
"12261",1250
"12262",586
"12263",90
"12265",41
"12266",14
"12267",60
"12268",560
"12269",4
"12270",3
"12273",9
"12274",0
"12279",0
"12282",3616
"12283",5450
"12286",5704
"12287",4319
"12288",2721
"12289",2125
"12290",9040
"12291",2435
"12292",37
"12293",10555
"12294",4807
"12295",3630
"12296",1526
"12297",6049
"12298",5855
"12299",3
"12300",2611
"12301",1559
"12304",1165
"12305",1788
"12306",245
"12307",4312
"12308",559
"12309",0
"12310",14
"12311",50
"12313",84748
"12314",18647
"12315",23799
"12316",19
"12317",8164
"12319",510
"12321",2302
"12322",88168
"12323",24043
"12325",9466
"12326",12002
"12328",565
"12330",13045
"12331",6628
"12332",20
"12333",595
"12334",1687
"12335",192
"12336",2961
"12337",1206
"12338",40
"12339",1642
"12340",571
"12343",7691
"12344",0
"12345",4790
"12346",2
"123477722",0
"12348",3542
"12349",3823
"12350",9
"12351",654
"12352",17
"12353",0
"12354",376
"12355",0
"12359",1309
"12361",3372
"12362",69
"12363",4
"12364",40
"12365",0
"12366",257
"12367",315
"12368",60
"12369",75
"12370",77
"12371",567
"12372",11
"12373",74
"12374",26
"12380",365
"12385",1731
"12386",4896
"12387",10630
"12388",3437
"12389",340
"12390",1169
"12391",2
"12393",189
"12394",29
"12395",1003
"123956256",2
"12396",1603
"12398",1125
"12399",0
"12400",640
"12401",0
"12402",2626
"12404",184
"12405",1090
"12406",355
"12408",952
"12409",21
"12411",581
"12412",882
"12416",51
"12417",1060
"12418",1167
"12419",6544
"12421",2636
"12424",4083
"12425",23
"12426",1058
"12427",68
"12428",51
"12442",19
"12443",462
"12444",2456
"12445",246
"12447",403
"12448",146
"12449",161
"12450",2255
"12452",1191
"12453",5284
"12454",770
"12455",1460
"12457",1211
"12458",4
"12460",355
"12461",4224
"12462",2030
"12464",2616
"12465",3874
"12466",5282
"12467",2
"12468",3203
"12469",5694
"12475",31
"12476",422
"12477",3
"12478",0
"12479",20
"12480",2
"12481",3
"12482",0
"12483",1
"12484",132
"12487",8
"12488",656
"12489",123
"12490",1302
"12491",43
"12492",4558
"12493",74
"12494",130
"12495",402
"12496",201
"12497",1128
"12499",1117
"12500",0
"12501",0
"12502",5
"12503",1
"12504",181
"12505",131
"12506",8
"12507",1
"12508",231
"12509",278
"12511",58
"12512",95
"12514",161
"12515",0
"12516",22
"12517",16
"125179616",1
"12518",8
"12519",24
"12520",3780
"12521",371
"12522",357
"12523",66
"12524",45
"12525",1
"12526",0
"12527",572
"12530",174
"12531",415
"12532",6
"12534",16
"12537",2373
"12539",2698
"12540",5474
"12544",33
"12545",312
"125480935",201
"125488414",1
"12549",1058
"12550",70
"12552",2198
"12554",2485
"12555",30
"12556",0
"12557",2
"12558",3674
"12560",10
"12561",861
"12562",452
"12563",1236
"12564",1658
"12565",542
"12566",49
"12567",753
"12568",2700
"12569",7213
"12570",5702
"12571",98
"12572",1615
"12575",376
"12576",1030
"12577",131
"12578",1
"12579",4
"12580",48
"12581",521
"12583",690
"12585",275
"12587",17
"12589",1151
"12590",0
"12591",0
"12592",0
"12593",245
"12606",189
"12607",1117
"12608",74
"12609",37
"12611",916
"12613",0
"12614",258
"12615",55
"12616",2364
"12617",548
"12622",3
"12623",1
"12626",1454
"12627",0
"12628",1302
"12630",0
"12631",7401
"12632",2227
"12633",599
"12638",70
"12640",0
"12642",13
"12643",4
"12647",151
"12648",1027
"12649",44
"12651",13
"12652",3129
"12653",10104
"12654",220
"12655",0
"12659",141
"12660",1700
"12661",6133
"12662",2024
"12663",518
"12667",592
"12669",4009
"12671",1773
"12672",1037
"12675",921
"12677",1
"12683",43
"12684",17
"12686",0
"12695",345
"12696",1251
"12700",134
"12702",64
"12703",9
"12704",6002
"12705",28
"12709",9670
"12715",3
"12716",4294
"12721",2127
"12722",12
"12723",41
"12724",1339
"12725",6696
"12727",6387
"12728",475
"12729",904
"12733",2
"12737",62
"12738",27
"12739",6
"12740",0
"12741",457
"12745",475
"12747",2517
"12748",150
"12750",1264
"12751",1492
"12752",247
"12753",3697
"12757",4017
"12759",15664
"12763",5
"12764",2170
"12765",0
"12766",0
"12767",25
"12768",5
"12769",9
"12770",2
"12771",3
"12772",12
"12773",0
"12774",119
"12775",3
"12776",0
"12777",4
"12778",240
"12780",1
"12785",5592
"12788",0
"12789",8
"12790",6
"12793",1606
"12794",3102
"12795",380
"12796",0
"12797",53
"12798",126
"12799",5189
"12801",5281
"12802",4
"12803",2
"12804",1701
"12805",15576
"12807",423
"12808",3700
"12810",1103
"12812",471
"12813",9
"12814",662
"12815",1002
"12816",624
"12817",85
"12818",72
"12819",254
"12821",13
"12822",226
"12823",1275
"12824",35
"12825",240
"12826",1898
"12827",2086
"12828",17
"12829",43
"12830",201
"12831",919
"12832",264
"12833",2255
"12834",650
"12835",99
"12836",120
"12837",134
"12839",27
"12840",268
"12841",458
"12842",416
"12843",974
"12845",9
"12846",2026
"128462382",0
"12847",7853
"12848",3573
"12850",516
"12854",35
"12856",752
"12857",10107
"12858",1082
"12859",238
"12861",3056
"12862",52
"12864",1174
"12865",17
"12866",1878
"12867",170
"12868",2905
"12869",2
"12870",765
"12873",0
"12874",3557
"12876",46366
"12877",1551
"12879",171
"12889",12665
"12890",39069
"128900018",9
"12891",3157
"12892",1227
"128932648",2
"12894",823
"12895",5
"12896",104
"12902",11
"12903",27
"12904",37
"12905",117
"12908",1151
"12909",490
"12912",1853
"12913",811
"129135233",32
"12914",2856
"12915",1295
"12916",527
"129167829",0
"12918",101
"12919",336
"12921",601
"12922",42
"12925",82
"12927",996
"12928",4024
"12929",1595
"12931",22
"12933",4339
"12934",6305
"12936",1
"12937",4
"12939",0
"12941",127
"12942",109
"12943",90
"12944",0
"12945",0
"12946",211
"12950",701
"12951",0
"12952",561
"12953",3426
"12954",0
"12955",1450
"12957",0
"12958",2
"12959",8
"12960",61
"12961",2
"12962",24
"12964",4
"12965",0
"12966",0
"12967",0
"12968",0
"12969",0
"12970",0
"12971",1555
"12972",391
"12974",4911
"12977",531
"12978",2347
"12981",0
"12982",599
"12983",24
"12984",13
"12985",0
"12986",101
"12988",822
"12990",0
"12991",0
"12992",0
"12993",0
"12994",0
"12995",1948
"13000",1838
"13001",633
"13002",8730
"13003",590
"13004",6469
"13006",2119
"13007",4076
"13008",121
"13009",0
"13010",13802
"13011",5
"13012",0
"13013",0
"13014",293
"13016",5186
"13017",570
"13018",1942
"13019",32
"13024",92
"13025",26
"13026",1045
"13030",13371
"13032",226
"13033",7499
"13034",0
"13035",0
"13036",273
"13038",75
"13039",2286
"13040",1526
"13041",12
"13043",2066
"13046",6713
"13047",3373
"13048",3391
"13051",1151
"13052",834
"13056",1379
"13057",87
"13058",36
"13063",1144
"13067",0
"13070",206
"13072",0
"13074",0
"13075",8
"13076",1
"13077",1
"13078",114
"13079",0
"13081",3
"13082",2
"13085",0
"13086",0
"13087",4
"13088",0
"13089",0
"13090",0
"13094",0
"13095",0
"13096",0
"13097",0
"13098",0
"13099",0
"13101",1
"13105",0
"13106",1
"13107",4
"13108",0
"13109",0
"13110",735
"13112",0
"13113",28
"13114",0
"13115",90
"13116",5278
"13117",0
"13118",3
"13119",0
"13120",20
"13121",1950
"13122",0
"13123",271
"13124",6
"13131",3066
"13132",384
"13134",496
"13135",825
"13136",165
"13137",11
"13138",2764
"13139",325
"13142",1
"13143",27
"13144",719
"13162",9
"13163",569
"13164",152
"13166",2
"13167",1268
"13168",10
"13169",1908
"13170",1110
"13171",583
"13172",0
"13175",28853
"13176",1165
"13177",305
"13178",816
"13179",394
"13180",81
"13184",0
"13185",652
"13190",22
"13191",10364
"13193",909
"13194",7490
"13195",198
"13196",5473
"13197",125
"13198",473
"13199",19147
"13200",2272
"13202",425
"13204",2475
"13205",6980
"13206",165
"13207",9919
"13209",5970
"13211",4887
"13214",9
"13215",0
"13218",0
"13226",0
"13236",0
"13237",0
"13239",0
"13244",1643
"13340",239
"13345",17
"13346",53
"13347",810
"13349",786
"13350",474
"13353",643
"13356",2716
"13358",726
"13360",809
"13361",138
"13363",4
"13367",2216
"13368",121
"13370",0
"13371",2592
"13380",0
"13382",3837
"13383",7217
"13384",1335
"13385",24865
"13386",486
"13388",177
"13389",11
"13390",324
"13392",132
"13393",0
"13394",1
"13395",174
"13396",173
"13397",4
"13400",262
"13401",2238
"13404",17
"13405",3120
"13406",167
"13409",7
"13411",52
"13417",19
"13418",622
"13419",113
"13421",8
"13423",71
"13424",22064
"13426",3446
"13427",4687
"13429",35790
"13430",1269
"13433",1932
"13434",200
"13435",2948
"13436",16
"13437",817
"13445",492
"13446",684
"13447",1242
"13448",21
"13449",24
"13476",10192
"13478",268
"13479",1
"13480",115
"13481",539
"13482",151
"13483",8253
"13486",1072
"13487",4
"13488",1342
"13489",818
"13490",65
"13491",7
"13492",58
"13494",1697
"13495",574
"13496",166
"13497",2660
"13498",4345
"13505",3
"13506",18
"13507",18
"13508",2809
"13510",5
"13511",31
"13512",0
"13516",89
"13518",18587
"13521",120
"13522",3
"13524",35
"13525",0
"13526",0
"13527",4697
"13528",1978
"13529",0
"13531",0
"13532",0
"13537",9
"13542",1886
"13543",345
"13544",1458
"13548",2421
"13549",2039
"13555",340
"13557",968
"13559",241
"13560",407
"13586",0
"13587",0
"13589",2355
"13590",4
"13591",235
"13592",16
"13593",33
"13595",317
"13599",584
"13601",160
"13602",46425
"13603",84
"13605",14
"13607",133
"13608",7
"13609",3342
"13610",235
"13611",12
"13612",5136
"13614",41
"13615",0
"13616",158
"13617",101
"13618",1547
"13619",1188
"13626",480
"13627",19841
"13628",30127
"13629",18142
"13631",1097
"13636",100
"13637",124
"13638",1072
"13639",2
"13640",1094
"13641",351
"13642",1838
"13643",2133
"13644",116
"13645",19
"13646",0
"13648",0
"13649",625
"13650",226
"13653",6403
"13654",188
"13655",4764
"13656",507
"13660",620
"13661",7
"13663",2744
"13664",975
"13665",611
"13666",859
"13667",754
"13669",5800
"13680",503
"13681",1280
"13682",12438
"13684",1671
"13685",34
"13688",544
"13690",21941
"13706",0
"13709",156
"13710",3
"13711",5
"13712",1341
"13713",222
"13714",154
"13716",520
"13717",287
"13722",893
"13723",735
"13726",831
"13728",3672
"13730",66
"13731",488
"13732",26
"13733",212
"13796",209
"13797",286
"13798",1
"13799",4
"13800",5356
"13801",0
"13803",17976
"13804",96
"13805",654
"13806",1326
"13807",23073
"13808",211
"13809",108
"13813",11
"13819",5081
"13821",18958
"13822",3133
"13823",7049
"13824",105
"13828",0
"13829",9376
"13830",300
"13831",1027
"13835",9
"13836",48
"13837",239
"13838",6579
"13839",3011
"13840",932
"13841",2324
"13842",210
"13844",622
"13845",677
"13846",169
"13848",3232
"13849",532
"13850",750
"13852",311
"13853",1055
"13854",8384
"13855",3246
"13856",2
"13857",149
"13858",8012
"13859",1594
"13860",1197
"13861",7
"13863",0
"13864",556
"13865",1387
"13866",78
"13867",385
"13869",3709
"13870",400
"13871",557
"13872",861
"13874",0
"13875",1174
"13876",168
"13877",307
"13884",0
"13885",367
"13897",0
"13909",0
"13924",95
"13929",1091
"13972",91
"13982",141
"13983",15
"13984",0
"13990",996
"13992",4968
"13996",32
"13998",640
"13999",34
"14000",4873
"14004",1070
"14007",13753
"14008",1
"14009",1761
"14011",627
"14012",58
"14013",76
"14017",315
"14020",2059
"14025",2399
"14026",3408
"14027",147
"14028",0
"14029",4
"14030",2499
"14038",20
"14042",1283
"14043",1104
"140474",0
"140475",0
"140476",20
"140477",2
"14048",300
"140481",5431
"140482",347
"140483",738
"140484",515
"140486",2
"140488",175
"140489",1
"14049",57
"140491",4
"140492",616
"140493",590
"140494",4
"140497",44
"140498",69
"140499",332
"14050",1030
"140500",3433
"14051",222
"140546",2974
"14055",1874
"140557",9
"140559",3194
"14056",163
"14057",1645
"140570",1966
"140571",646
"140577",1131
"140579",4834
"14058",1
"140580",3535
"14060",0
"14061",5
"14062",138
"140629",320
"14063",4
"140630",1931
"14064",44
"14065",9
"14066",1149
"14067",182
"14068",1
"14069",148
"14070",184
"140703",104
"140709",112
"14071",10
"140721",671
"140723",322
"14073",2076
"140740",3524
"140741",193
"140742",1658
"140743",261
"140765",2
"14077",107
"140780",399
"140781",294
"14079",0
"140792",397
"140795",64
"14080",0
"140806",8
"14081",1875
"140810",4950
"14082",59
"14083",4828
"14084",1195
"14085",528
"140858",748
"140859",64
"14086",5037
"14087",72
"14088",229
"140887",131
"14089",105
"140904",7935
"140917",152
"140918",0
"140919",923
"14102",62
"14103",1
"14104",8732
"14105",1201
"14106",3
"14107",1802
"14109",130
"14113",37
"14114",267
"14115",123
"14118",269
"14119",96
"14120",0
"14121",6
"14123",1401
"14125",0
"14126",0
"14127",116
"14128",30
"14129",76
"14130",76
"14131",206
"14132",341
"14133",2
"14134",2
"14137",1169
"14148",227
"14149",195
"14151",1515
"14154",1175
"14155",4792
"14156",234
"14158",964
"14159",66
"14160",74
"14161",0
"14163",407
"14164",1416
"14165",230
"14166",709
"14167",6477
