"","sorted_reads_SRR14114310.bam"
"14168",3128
"14169",1777
"14170",0
"14171",19
"14172",78
"14173",113
"14174",7
"14175",0
"14176",78
"14177",0
"14178",16
"14179",2
"14180",494
"14181",38
"14182",1678
"14183",1448
"14184",2582
"14186",5
"14187",18
"14190",109
"14191",1
"14194",1918
"14198",79
"14199",1728
"14200",824
"14201",24
"14202",19
"14204",0
"14205",66
"14208",1699
"14211",275
"14218",1753
"14219",703
"14221",1166
"14225",7945
"14226",519
"14227",13
"14228",2540
"14229",1104
"14230",157
"14231",55
"14232",4407
"14233",1
"14234",38
"14235",47
"14236",426
"14237",0
"14238",77
"14239",3
"14240",0
"14241",0
"14245",938
"14246",1
"14247",160
"14248",1869
"14251",2679
"14252",2704
"14254",2702
"14255",226
"14256",72
"14257",146
"14260",1014
"14261",229
"14262",0
"14263",95
"14264",537
"14265",2642
"14266",922
"14268",2167
"142681",0
"142682",2568
"142687",20
"142688",1460
"14269",3913
"14270",2577
"14272",1228
"14275",57
"14276",16
"14281",547
"14282",416
"14283",0
"14284",1003
"14287",119
"14289",0
"14290",0
"14291",0
"14293",9
"14294",0
"14296",209
"14297",54
"142980",405
"14299",5514
"14300",695
"14302",25
"14308",0
"14309",3
"14311",0
"14312",5224
"14313",117
"14314",988
"14317",1
"14319",22684
"14325",1326
"14339",3469
"14343",1
"14344",15
"14345",10
"14346",0
"14347",2
"14348",6326
"14349",110
"14356",288
"14357",1906
"14359",1882
"14360",3393
"14362",288
"14365",5704
"14366",459
"14367",56
"14368",253
"14369",226
"14370",88
"14371",61
"14373",49
"14375",382
"14376",3301
"14377",0
"14378",0
"14380",104
"14381",448
"14385",392
"14387",7347
"14388",819
"14389",664
"14390",737
"14391",552
"14394",14828
"14395",5556
"14396",5012
"14397",4095
"14399",0
"14400",5595
"14401",12460
"14402",9338
"14403",1542
"14404",45
"14405",1249
"14406",6351
"14407",1539
"14408",3
"14409",13
"14411",33
"14412",333
"14415",8129
"14417",8594
"14419",63
"14420",804
"14421",2125
"14422",9
"14423",1647
"14425",31
"14426",102
"14427",30
"14428",16
"14429",10
"14430",886
"14431",162
"14432",5137
"14433",991
"14447",105
"14450",964
"14451",143
"14453",269
"14455",591
"14456",2165
"14457",15820
"14459",1
"14460",1
"14461",135
"14462",1
"14463",0
"14464",0
"14465",1
"14466",1055
"14467",2183
"14468",1
"14469",102
"14470",1429
"14472",15
"14473",0
"14479",3171
"14489",11321
"14525",0
"14526",1
"14527",1
"14528",27
"14531",0
"14533",98
"14534",2038
"14536",269
"14537",99
"14538",841
"14539",3
"14544",10139
"14545",3578
"14547",985
"14548",315
"14555",1642
"14559",0
"14560",124
"14561",519
"14562",0
"14563",5
"14566",14
"14567",14254
"14569",4327
"14570",983
"14571",4603
"14573",34
"14579",56
"14580",2155
"14581",0
"14582",1
"14583",2709
"14584",213
"14585",1453
"14586",2248
"14587",0
"14588",587
"14590",397
"14593",1623
"14594",138
"14595",183
"14598",38
"14599",1
"14600",303
"14601",4
"14602",0
"14603",3
"14605",1622
"14607",0
"14608",940
"14609",4229
"14610",1
"14611",0
"14612",48
"14613",25
"14615",121
"14616",0
"14617",122
"14618",165
"14619",259
"14620",5
"14621",0
"14622",0
"14623",1167
"14625",0
"14626",2
"14628",1510
"14629",1800
"14630",990
"14632",73
"14633",127
"14634",396
"14635",173
"14645",28511
"14651",1791
"14652",16
"14654",54
"14657",19
"14658",7768
"14659",1
"14660",11862
"14661",5115
"14663",2
"14664",897
"14667",1360
"14670",4551
"14672",3080
"14673",1181
"14674",1832
"14675",113
"14676",27
"14677",5645
"14678",4010
"14679",1120
"14680",8203
"14681",21296
"14682",7818
"14683",34704
"14685",2
"14686",2
"14687",2369
"14688",20926
"14693",5599
"14694",2919
"14695",3
"14696",1302
"14697",3878
"14699",0
"14700",632
"14701",1957
"14702",4875
"14704",4473
"14705",1844
"14706",1264
"14707",59
"14708",5972
"14709",14
"14710",34
"14711",7
"14712",1668
"14714",18
"14715",0
"14718",7972
"14719",2371
"14723",66
"14724",149
"14725",16
"14726",242
"14727",2
"14728",7
"14729",8
"14731",609
"14732",2108
"14733",1697
"14734",155
"14735",337
"14738",359
"14739",45
"14744",2
"14745",777
"14747",90
"14748",150
"14751",4642
"14755",1909
"14756",1153
"14758",23651
"14760",232
"14761",846
"14762",0
"14763",1213
"14764",1
"14765",17
"14766",1490
"14767",4
"14768",4285
"14772",78
"14773",827
"14775",1009
"14776",0
"14777",6
"14778",309
"14780",1
"14782",960
"14783",1626
"14784",2777
"14786",35
"14787",184
"14788",1541
"14789",295
"14790",1420
"14791",569
"14792",353
"14793",7
"14794",42
"14797",7638
"14799",11792
"14800",21231
"14802",3683
"14803",2098
"14804",732
"14805",448
"14806",2024
"14807",3678
"14809",6337
"14810",7870
"14811",7289
"14812",16085
"14813",1223
"14814",346
"14815",3849
"14816",1694
"14823",594
"14824",1302
"14825",1
"14827",6281
"14828",4539
"14829",25
"14836",0
"14840",6
"14841",5
"14842",3
"14843",7
"14852",3342
"14853",535
"14854",131
"14857",0
"14858",0
"14859",34
"14860",978
"14862",944
"14863",11
"14864",4
"14865",171
"14866",2805
"14867",87
"14869",88
"14870",376
"14871",157
"14872",35
"14873",463
"14874",781
"14884",1280
"14885",295
"14886",9942
"14894",701
"14897",6822
"14904",1275
"14910",192
"14911",539
"14912",156
"14913",6
"14915",0
"14916",0
"14917",9
"14918",0
"14919",82
"14923",1387
"14924",3550
"14933",961
"14934",0
"14936",464
"14938",1
"14939",1
"14940",0
"14941",0
"14942",0
"14943",0
"14944",0
"14945",4
"14950",1488
"14955",3
"14957",2
"14958",1924
"14960",63
"14961",50
"14962",103
"14963",10
"14964",847
"14969",73
"14972",548
"14976",549
"14977",1802
"14979",401
"14985",0
"14990",0
"14991",89
"14997",0
"14998",312
"14999",31
"15000",11
"15001",4
"15002",14
"15006",39
"15007",6
"15013",24
"15015",119
"15016",1
"15018",6
"15024",76
"15039",380
"15040",367
"15042",254
"15043",0
"15061",0
"15064",171
"15077",15
"15078",1190
"15081",2386
"15107",567
"15108",454
"15109",1
"15110",0
"15111",2
"15112",4
"15114",4286
"15115",2731
"15116",18
"15117",8
"15118",88
"15122",1401
"15126",0
"15132",0
"15135",0
"15139",5
"15159",740
"15160",69
"15161",3591
"15162",47
"15163",119
"15165",2323
"15166",3584
"15168",279
"15170",91
"15171",40
"15182",2521
"15183",2121
"15184",4090
"15185",1284
"15186",28
"15191",3226
"15192",0
"15193",2009
"15194",6920
"15199",517
"15200",280
"15201",138
"15202",0
"15203",233
"15204",12109
"15205",239
"15206",0
"15207",7
"15208",317
"15209",0
"15211",1388
"15212",1804
"15213",1030
"15214",112
"15216",122
"15218",1
"15220",75
"15221",0
"15223",106
"15227",21
"15228",2377
"15229",43
"15233",0
"15234",357
"15235",15
"15239",2185
"15242",30
"15245",413
"15247",1830
"15248",76
"15251",2748
"15254",1666
"15257",4482
"15258",5696
"15259",4232
"15260",2055
"15267",89
"15270",0
"15273",10418
"15275",11770
"15277",92
"15278",280
"15284",17
"15285",0
"15288",257
"15289",1494
"15312",786
"15331",798
"15353",307
"15354",287
"15356",522
"15357",3726
"15360",199
"15361",475
"15364",1
"15365",20
"15366",13
"15368",74
"15369",1495
"15370",1371
"15371",0
"15372",2
"15373",8
"15374",1114
"15375",0
"15376",0
"15377",0
"15378",0
"15379",2
"15381",2463
"15382",1427
"15384",2983
"15387",3456
"15388",5282
"15394",0
"15395",0
"15396",0
"15397",0
"15398",0
"15399",0
"15400",0
"15401",0
"15402",0
"15403",0
"15404",0
"15405",0
"15407",0
"15408",0
"15410",0
"15412",1
"15413",0
"15414",0
"15415",0
"15416",0
"15417",0
"15421",0
"15422",0
"15423",0
"15424",0
"15425",0
"15426",1
"15427",0
"15429",0
"15430",0
"15431",0
"15432",0
"15433",0
"15434",0
"15436",2
"15437",0
"15438",0
"15439",0
"15441",7273
"15442",54
"15444",11461
"15445",1
"15446",149
"15450",8
"15451",23
"15452",3819
"15458",6
"15460",1115
"15461",2193
"15463",3070
"15464",22
"15465",335
"15466",304
"15467",2093
"15468",1312
"15469",1256
"15473",736
"15476",314
"15478",40
"15481",8689
"15482",203
"15483",316
"15484",1
"15485",3
"15486",4
"15487",0
"15488",1872
"15490",784
"15492",0
"15493",10
"15494",26
"15495",0
"15496",0
"15497",3
"15499",712
"15500",837
"15502",2611
"15504",23
"15505",10574
"15507",28
"15510",1323
"15511",177
"15512",691
"15516",30047
"15519",9967
"15525",8058
"15526",4021
"15528",195
"15529",1411
"15530",425
"15531",3708
"15547",600
"15550",436
"15551",538
"15552",119
"15557",119
"15558",744
"15559",14
"15560",1728
"15561",108
"15562",198
"15563",549
"15564",9
"15565",186
"15566",344
"15567",0
"15568",2286
"15569",2839
"15571",6615
"15572",3228
"15574",365
"15586",156
"15587",167
"15874",0
"15891",2
"15893",1713
"15894",66
"15896",31
"15898",4077
"15900",91
"15901",158
"15902",2198
"15903",335
"15904",2528
"15925",1649
"15926",1110
"15929",2887
"15930",69
"15931",18774
"15932",289
"15936",98
"15937",148
"15939",1853
"15944",215
"15945",6
"15950",42
"15951",14
"15953",18
"15957",108
"15958",308
"15959",214
"15962",0
"15964",0
"15965",0
"15967",0
"15968",0
"15969",0
"15970",0
"15972",0
"15974",1
"15975",1416
"15976",400
"15977",0
"15978",0
"15979",401
"15980",1151
"15982",1050
"15983",117
"15985",6
"16000",274
"16001",2161
"16002",1910
"16004",1431
"16005",1
"16006",0
"16007",80
"16008",701
"16009",268
"16010",1782
"16011",4891
"16012",716
"16016",0
"16017",0
"16019",609
"16068",64
"16069",20
"16071",4
"16098",1
"16136",0
"16142",0
"16145",152
"16147",4
"16149",163
"16150",1065
"16151",1059
"16153",0
"16154",146
"16155",258
"16156",2
"16157",334
"16158",50
"16159",22
"16160",0
"16161",28
"16162",476
"16163",0
"16164",232
"16165",8
"16168",18
"16169",119
"16170",61
"16171",0
"16172",486
"16173",440
"16174",0
"16175",31
"16176",5
"16177",171
"16178",7
"16179",1359
"16180",1072
"16181",0
"16182",1
"16183",0
"16184",6
"16185",4
"16186",25
"16187",0
"16188",38
"16189",1
"16190",138
"16191",5
"16192",2
"16193",4
"16194",145
"16195",2658
"16196",7
"16197",16
"16198",0
"16199",0
"16201",2098
"16202",981
"16204",0
"16205",33
"16206",851
"16210",9667
"16211",6510
"16319",482
"16322",465
"16323",426
"16324",153
"16325",4
"16326",6
"16328",989
"16329",822
"16330",990
"16331",451
"16332",1061
"16333",0
"16334",0
"16336",0
"16337",1925
"16341",658
"16348",403
"16351",391
"16353",0
"16362",140
"16363",784
"16364",12
"16365",1
"16367",578
"16369",2
"16370",182
"16371",3
"16372",2
"16373",1
"16391",230
"16392",134
"16396",2551
"16398",10
"16399",61
"16400",611
"16401",461
"16402",149
"16403",1001
"16404",313
"16407",13
"16408",21
"16409",783
"16410",3910
"16411",12
"16412",2154
"16413",562
"16414",151
"16415",0
"16416",147
"16418",537
"16419",943
"16420",2
"16421",21
"16423",3587
"16424",0
"16425",176
"16426",1171
"16427",0
"16428",29
"16429",0
"16430",1543
"16431",1304
"16432",13598
"16433",9
"16434",337
"16438",31961
"16439",830
"16440",199
"16443",6275
"16447",0
"16449",236
"16450",961
"16451",5879
"16452",1964
"16453",113
"16456",216
"16467",6637
"16468",1276
"16469",189
"16470",5
"16475",33
"16476",929
"16477",710
"16478",2404
"16480",1110
"16483",0
"16485",6193
"16490",10586
"16491",592
"16492",1332
"16493",209
"16494",2748
"16495",0
"16497",3849
"16498",11408
"16499",1664
"16500",9277
"16502",4446
"16504",3171
"16506",281
"16508",3896
"16509",0
"16510",3348
"16511",793
"16512",3423
"16513",4824
"16514",989
"16515",388
"16516",1
"16517",703
"16518",571
"16519",3811
"16520",3310
"16521",29
"16522",4329
"16523",78
"16524",3192
"16525",1952
"16526",1990
"16527",576
"16528",257
"16529",7
"16530",0
"16531",10788
"16532",88
"16533",31
"16534",10
"16535",14
"16536",12124
"16538",346
"16539",978
"16541",8
"16542",513
"16543",103
"16545",0
"16548",148
"16549",1945
"16551",59
"16552",0
"16553",1065
"16554",1557
"16558",675
"16559",794
"16560",47049
"16561",33238
"16562",2824
"16563",2930
"16564",8990
"16565",3089
"16568",6434
"16569",2267
"16570",5168
"16571",41
"16572",95026
"16573",11545
"16574",36842
"16576",32
"16578",159
"16579",10509
"16580",36
"16581",9901
"16582",1253
"16588",225
"16589",10033
"16590",1364
"16591",371
"16592",316
"16593",17556
"16594",6732
"16596",0
"16597",2424
"16598",192
"16599",730
"16600",189
"16601",7754
"16604",0
"16612",3
"16613",0
"16615",0
"16616",0
"16617",0
"16618",0
"16619",0
"16621",2
"16622",0
"16623",0
"16624",0
"16625",1
"16627",0
"16628",0
"16631",0
"16633",9
"16634",0
"16635",0
"16636",0
"16637",0
"16638",0
"16639",0
"16640",0
"16641",3
"16642",0
"16643",1
"16644",0
"16646",5360
"16647",64
"16648",3713
"16649",3163
"16650",3206
"16651",273
"16653",3188
"16656",1929
"16658",447
"16660",0
"16661",210
"16663",0
"16664",0
"16665",0
"16666",0
"16667",2
"16668",9
"16669",8
"16670",0
"16671",0
"16672",0
"16673",0
"16675",1
"16678",44
"16679",0
"16680",0
"16681",4
"16682",0
"16687",0
"16688",0
"16691",0
"16693",0
"16694",0
"16697",0
"16699",0
"16700",0
"16701",0
"16703",0
"16704",0
"16705",0
"16706",1322
"16709",3287
"16716",104
"16728",4977
"16763",40
"16764",1927
"16765",4118
"16768",69
"16769",0
"16770",0
"16772",170
"16773",507
"16774",243
"16775",403
"16776",450
"16777",616
"16779",875
"16780",61
"16782",530
"16783",7896
"16784",2638
"16785",576
"16790",167
"16792",883
"16795",4357
"16796",2825
"16797",3
"16798",1174
"16800",4738
"16801",1017
"16803",106
"16814",0
"16815",1
"16816",305
"16818",33
"16819",4
"16820",0
"16821",0
"16822",87
"16825",2359
"16826",1516
"16828",2967
"16832",2918
"16833",0
"16834",1052
"16835",852
"16840",32
"16841",4
"16842",203
"16846",1
"16847",228
"16848",391
"16852",222
"16854",6
"16855",32
"16858",0
"16859",178
"16865",740
"16866",6
"16867",14
"16869",8
"16870",1006
"16871",2
"16872",0
"16873",15
"16874",504
"16875",93
"16876",33
"16878",5
"16880",1679
"16881",369
"16882",695
"16885",1821
"16886",2605
"16889",622
"16890",173
"16891",193
"16897",1052
"16898",907
"16904",16
"16905",894
"16906",239
"16907",477
"16909",373
"16911",5145
"16912",20
"16913",50
"16917",5
"16918",257
"16922",2255
"16923",325
"16924",500
"16939",44
"16948",42
"16949",53
"16950",117
"16952",56
"16956",637
"16963",0
"16969",4675
"16970",41
"16971",14622
"16973",335
"16974",1812
"16975",2295
"16976",4016
"16977",41
"16978",1531
"16979",1409
"16980",1916
"16981",1471
"16985",202
"16987",895
"16988",23
"16992",0
"16993",996
"16994",8
"16995",2
"16997",22
"16998",976
"17000",163
"17001",66
"17002",1
"17005",535
"17022",70
"17025",576
"17035",678
"170439",1596
"170441",24
"170442",43
"170458",1
"170459",1079
"170460",180
"170461",36
"170472",566
"170483",10
"170484",10
"17057",0
"170571",795
"170574",27
"17059",3
"17060",305
"170625",552
"17063",0
"170638",24597
"170639",42
"17064",327
"170643",260
"170644",1829
"170648",0
"170651",0
"170654",0
"170656",0
"170657",0
"170658",913
"17067",490
"170676",1562
"170677",272
"17068",9
"17069",3363
"170706",7
"170707",2416
"17071",0
"170711",1798
"170716",140
"170718",5378
"170719",9978
"170720",4
"170721",187
"170722",58
"170725",1
"170728",340
"170729",3312
"170731",5664
"170732",111
"170733",0
"170734",0
"170735",46
"170736",678
"170737",3026
"170738",5946
"170740",518
"170741",0
"170742",31
"170743",121
"170744",7
"170745",7
"170748",30
"170749",2687
"17075",0
"170750",1231
"170752",136
"170753",2453
"170755",566
"170756",170
"170757",696
"170758",335
"170759",1184
"17076",80
"170760",1055
"170761",8
"170762",788
"170763",345
"170765",9
"170767",538
"170768",1091
"170770",76
"170771",258
"170772",1502
"170776",2
"170779",0
"170780",0
"170786",2
"170787",234
"170788",17
"170789",136
"17079",41
"170790",3510
"170791",5543
"170799",121
"170812",0
"170813",0
"17082",9
"170822",5328
"170823",453
"170826",698
"170828",0
"170829",29
"17083",107
"170833",299
"170834",0
"170835",1275
"17084",246
"17085",2
"17086",1
"17087",23
"17089",291
"170930",646
"170935",80
"170936",1601
"170938",725
"170939",0
"170942",567
"170947",2
"17095",29
"170952",306
"17096",224
"17101",2662
"17105",114
"171095",86
"17110",7
"17112",275
"17113",1391
"17116",29
"171166",2
"171167",285
"171168",0
"17117",166
"171170",5
"171171",518
"17118",5798
"171180",849
"171183",0
"171184",0
"171185",0
"171186",0
"171187",0
"171188",3
"171189",0
"17119",686
"171190",0
"171191",0
"171192",0
"171193",0
"171194",0
"171195",0
"171196",0
"171197",0
"171198",0
"171199",0
"17120",313
"171200",0
"171201",0
"171202",0
"171203",0
"171205",0
"171206",0
"171207",82
"171209",2
"17121",15
"171210",198
"171211",3
"171212",329
"17122",1753
"171224",0
"171225",0
"171226",0
"171227",0
"171228",0
"171229",0
"17123",5
"171230",0
"171231",0
"171232",0
"171233",0
"171234",0
"171235",0
"171236",0
"171237",0
"171238",0
"171239",0
"171240",0
"171241",0
"171242",0
"171243",0
"171244",0
"171245",0
"171246",0
"171247",0
"171248",0
"171249",0
"17125",599
"171250",0
"171251",0
"171252",0
"171253",0
"171254",0
"171255",0
"171256",0
"171257",0
"171258",0
"171259",0
"17126",1247
"171260",0
"171261",0
"171262",0
"171263",0
"171264",0
"171265",0
"171267",0
"171268",0
"171269",0
"17127",1872
"171270",0
"171271",0
"171272",0
"171273",0
"171274",0
"171275",0
"171277",0
"171278",0
"171279",0
"17128",2355
"171281",95
"171282",35
"171283",0
"171284",0
"171285",105
"171286",23
"17129",1110
"17130",41
"17131",435
"17132",477
"17133",29
"17134",2009
"17135",216
"17136",3220
"17137",0
"17138",0
"171382",8
"171388",3
"17139",0
"171395",1
"17140",0
"171405",0
"17141",0
"17142",0
"171429",183
"17144",0
"17145",0
"17146",1
"171463",173
"171469",2357
"17147",0
"171486",2224
"17149",401
"17150",57
"171504",14
"171506",0
"171508",1382
"17151",1514
"17152",107
"17153",3970
"171530",0
"171531",64
"171543",79
"17155",1118
"17156",5054
"171567",433
"17158",1032
"171580",245
"17159",1550
"17160",706
"17161",1291
"17164",826
"17165",863
"17167",0
"17168",491
"17169",2405
"17171",312
"17172",102
"17173",1
"17174",446
"17175",26
"17178",6
"17179",3066
"17180",6
"17181",843
"17182",0
"17183",148
"17184",13669
"17187",1157
"17188",3270
"17189",11
"17190",1168
"17191",1816
"17192",2015
"17193",320
"17194",0
"17195",0
"17196",29142
"17199",4
"17200",0
"17201",7
"17202",58
"17203",29
"17207",4619
"17210",1696
"17215",87
"17216",120
"17217",310
"17218",192
"17219",244
"17220",147
"17221",157
"17222",2979
"17223",2
"17224",0
"17225",0
"17227",0
"17228",0
"17229",0
"17231",0
"17232",0
"17235",0
"17237",5299
"17240",7
"17242",191
"17245",162
"17246",1271
"17248",1968
"17250",587
"17252",721
"17254",2426
"17256",1026
"17257",4999
"17258",5317
